,key1,key2,similarity
94,DNA.,iSpy (feat. Lil Yachty),605.407751083374
95,Broccoli (feat. Lil Yachty),Panda,603.807014465332
96,Mask Off,Caroline,601.9186687469482
97,XO TOUR Llif3,Butterfly Effect,601.2405366897583
98,Fake Love,Black Beatles,600.7443237304688
99,iSpy (feat. Lil Yachty),T-Shirt,600.6724481582642
100,No Role Modelz,Jumpman,600.2897300720215
101,Congratulations,Unforgettable,600.2007894515991
102,goosebumps,Bad and Boujee (feat. Lil Uzi Vert),598.8344917297363
103,Congratulations,Location,597.8999176025391
104,goosebumps,pick up the phone,597.6695203781128
105,Slippery (feat. Gucci Mane),Drowning (feat. Kodak Black),597.1416282653809
106,Closer,Let Me Love You,596.5028915405273
107,Wild Thoughts,I'm the One,596.445369720459
108,HUMBLE.,White Iverson,596.2077083587646
109,rockstar,Drowning (feat. Kodak Black),595.6239528656006
110,Tunnel Vision,Bounce Back,595.3294296264648
111,No Problem (feat. Lil Wayne & 2 Chainz),Congratulations,595.045654296875
112,One Dance,Needed Me,594.0033149719238
113,goosebumps,Slippery (feat. Gucci Mane),593.9973735809326
114,One Dance,No Role Modelz,592.5416870117188
115,Magnolia,Congratulations,591.0210990905762
116,Too Good,Controlla,590.8331203460693
117,T-Shirt,Bounce Back,589.7626399993896
118,goosebumps,Drowning (feat. Kodak Black),588.8402252197266
119,Chicken Fried,Knee Deep (feat. Jimmy Buffett),588.3294038772583
120,Slippery (feat. Gucci Mane),Swang,587.3378000259399
121,Roses,Closer,587.3339042663574
122,Bad and Boujee (feat. Lil Uzi Vert),Money Longer,585.2191257476807
123,No Heart,X (feat. Future),582.8567218780518
124,rockstar,Slippery (feat. Gucci Mane),580.4345855712891
125,Sorry,Love Yourself,579.3574047088623
126,One Dance,Broccoli (feat. Lil Yachty),579.1217727661133
127,T-Shirt,Tunnel Vision,575.691312789917
128,You Was Right,Broccoli (feat. Lil Yachty),575.2320222854614
129,Tunnel Vision,Bank Account,572.6446466445923
130,One Dance,Closer,571.788200378418
131,Slippery (feat. Gucci Mane),Tunnel Vision,570.2862739562988
132,Congratulations,Chill Bill,568.0767259597778
133,One Dance,Panda,566.7348804473877
134,You Was Right,X (feat. Future),564.9450616836548
135,Broccoli (feat. Lil Yachty),Bounce Back,564.9102077484131
136,XO TOUR Llif3,Unforgettable,564.6691131591797
137,I'm the One,Mask Off,563.9068794250488
138,One Dance,This Is What You Came For,561.800802230835
139,HUMBLE.,Passionfruit,561.6850891113281
140,Butterfly Effect,Bank Account,560.3118438720703
141,Moves,Congratulations,559.0145235061646
142,HUMBLE.,Unforgettable,557.9097099304199
143,Black Beatles,Bounce Back,555.9833488464355
144,XO TOUR Llif3,1-800-273-8255,555.0784378051758
145,Chill Bill,Bad and Boujee (feat. Lil Uzi Vert),554.548433303833
146,Broccoli (feat. Lil Yachty),Congratulations,554.4668960571289
147,Slippery (feat. Gucci Mane),Bank Account,553.3333778381348
148,Jumpman,Hotline Bling,550.6746673583984
149,You Was Right,Congratulations,550.1679229736328
150,Butterfly Effect,Slippery (feat. Gucci Mane),549.9767971038818
151,One Dance,Starboy,548.6140747070312
152,HUMBLE.,Swang,548.3391380310059
153,Don't Let Me Down,This Is What You Came For,547.916974067688
154,XO TOUR Llif3,T-Shirt,546.8531036376953
155,Mask Off,Drowning (feat. Kodak Black),544.9520950317383
156,HUMBLE.,Magnolia,544.2356204986572
157,Jumpman,Big Rings,543.5213890075684
158,Mask Off,Broccoli (feat. Lil Yachty),543.236141204834
159,Despacito - Remix,Shape of You,543.1562595367432
160,goosebumps,iSpy (feat. Lil Yachty),542.2419853210449
161,One Dance,Jumpman,542.0157051086426
162,Bad and Boujee (feat. Lil Uzi Vert),pick up the phone,541.2824821472168
163,goosebumps,Tunnel Vision,541.2697448730469
164,HUMBLE.,No Problem (feat. Lil Wayne & 2 Chainz),541.1559257507324
165,Swang,Bounce Back,538.9862699508667
166,No Problem (feat. Lil Wayne & 2 Chainz),Bad and Boujee (feat. Lil Uzi Vert),534.878231048584
167,House Party,Body Like A Back Road,534.8554229736328
168,Ride,Stressed Out,534.8498754501343
169,I'm the One,That's What I Like,533.3033218383789
170,Ignition - Remix,Yeah!,532.5579452514648
171,Fake Love,Starboy,531.9917259216309
172,H.O.L.Y.,Body Like A Back Road,531.6183090209961
173,Slide,Unforgettable,530.5591506958008
174,Tunnel Vision,Swang,530.1522741317749
175,Jumpman,Work,529.8786926269531
176,Jumpman,Broccoli (feat. Lil Yachty),529.3482971191406
177,Black Beatles,Bad and Boujee (feat. Lil Uzi Vert),529.2947244644165
178,T-Shirt,Swang,526.4412231445312
179,goosebumps,Swang,525.8997001647949
180,Fake Love,Swang,525.5614013671875
181,HUMBLE.,Chill Bill,523.8516235351562
182,iSpy (feat. Lil Yachty),Tunnel Vision,523.6591968536377
183,Don't Let Me Down,Cold Water (feat. Justin Bieber & MØ),522.3501577377319
184,One Dance,Caroline,518.4236068725586
185,Mask Off,Swang,518.3068370819092
186,Stay (with Alessia Cara),Something Just Like This,517.0154314041138
187,One Dance,Hotline Bling,516.388671875
188,You Was Right,iSpy (feat. Lil Yachty),515.6510162353516
189,No Problem (feat. Lil Wayne & 2 Chainz),Bounce Back,515.372802734375
190,Bounce Back,Drowning (feat. Kodak Black),515.1769638061523
191,Jumpman,2 Phones,514.1430330276489
192,Congratulations,Bank Account,513.5715980529785
193,XO TOUR Llif3,Drowning (feat. Kodak Black),513.5211563110352
194,No Role Modelz,Wet Dreamz,513.4686403274536
195,Starving,Closer,513.3290863037109
196,XO TOUR Llif3,X (feat. Future),513.2770156860352
197,Roses,Don't Let Me Down,511.158769607544
198,No Role Modelz,White Iverson,510.6525421142578
199,goosebumps,Congratulations,510.4754447937012
200,Again,679 (feat. Remy Boyz),510.471079826355
201,Slippery (feat. Gucci Mane),iSpy (feat. Lil Yachty),508.1304130554199
202,Black Beatles,iSpy (feat. Lil Yachty),505.050124168396
203,Pop Style,Broccoli (feat. Lil Yachty),504.076940536499
204,Bank Account,Drowning (feat. Kodak Black),503.96130084991455
205,Tunnel Vision,Bad and Boujee (feat. Lil Uzi Vert),503.820517539978
206,Portland,goosebumps,502.59610176086426
207,Bounce Back,X (feat. Future),502.0587215423584
208,Hotline Bling,679 (feat. Remy Boyz),501.7794628143311
209,One Dance,Controlla,499.3716278076172
210,Mask Off,Rolex,499.2646484375
211,Gold Digger,Yeah!,497.1192531585693
212,Mask Off,Portland,496.1450920104981
213,DNA.,Bad and Boujee (feat. Lil Uzi Vert),496.08033561706543
214,Closer,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",495.22047996521
215,Work from Home,Don't Let Me Down,495.0160675048828
216,Chill Bill,Bounce Back,494.50814723968506
217,You Was Right,goosebumps,494.2868404388428
218,You Was Right,Bounce Back,493.6282653808594
219,Antidote,Bad and Boujee (feat. Lil Uzi Vert),492.931809425354
220,Jumpman,I Don't Fuck With You,492.6194190979004
221,Butterfly Effect,goosebumps,492.4468116760254
222,House Party,Die A Happy Man,492.0443115234375
223,XO TOUR Llif3,You Was Right,492.041748046875
224,Fake Love,Location,491.9905138015747
225,Magnolia,Butterfly Effect,490.5492248535156
226,"Me, Myself & I",My House,490.47428607940674
227,HUMBLE.,Fake Love,489.5431423187256
228,No Role Modelz,Bounce Back,489.4361686706543
229,H.O.L.Y.,Die A Happy Man,489.0663146972656
230,Magnolia,Mask Off,487.3528881072998
231,Chicken Fried,Toes,486.8870415687561
232,Broccoli (feat. Lil Yachty),Fake Love,485.6865768432617
233,Needed Me,Work,485.30105781555176
234,Play It Again,That's My Kind Of Night,485.05748748779297
235,HUMBLE.,Butterfly Effect,484.9333915710449
236,You Was Right,Bad and Boujee (feat. Lil Uzi Vert),484.0480556488037
237,Closer,This Is What You Came For,483.15837478637695
238,I'm the One,goosebumps,483.0657348632813
239,HUMBLE.,rockstar,481.9974479675293
240,You Was Right,Caroline,481.9145765304565
241,No Problem (feat. Lil Wayne & 2 Chainz),Mask Off,480.111855506897
242,Broccoli (feat. Lil Yachty),Tunnel Vision,479.9305725097656
243,Wild Thoughts,Unforgettable,479.67694759368896
244,Don't Let Me Down,I Took A Pill In Ibiza - Seeb Remix,479.2769165039063
245,rockstar,T-Shirt,478.7057113647461
246,Congratulations,Caroline,477.9693908691406
247,Slippery (feat. Gucci Mane),X (feat. Future),477.4862060546875
248,Cold Water (feat. Justin Bieber & MØ),Let Me Love You,477.29402923583984
249,Caroline,X (feat. Future),476.8978271484375
250,Fake Love,Tunnel Vision,476.5261297225952
251,White Iverson,Low Life,475.7259979248047
252,HUMBLE.,Portland,475.5188608169556
253,iSpy (feat. Lil Yachty),Location,475.4810562133789
254,I'm the One,Bounce Back,475.4640769958496
255,Rolex,Bad and Boujee (feat. Lil Uzi Vert),475.0051879882813
256,HUMBLE.,Moves,474.39996242523193
257,Jumpman,Antidote,474.2637586593628
258,Congratulations,pick up the phone,473.1338310241699
259,HUMBLE.,LOVE. FEAT. ZACARI.,472.9263114929199
260,Broccoli (feat. Lil Yachty),Money Longer,472.687668800354
261,Low (feat T-Pain) - Feat T-Pain Album Version,Yeah!,472.3800172805786
262,goosebumps,Black Beatles,472.31725215911865
263,Panda,Trap Queen,471.2212142944336
264,Chicken Fried,Wagon Wheel,470.74126052856445
265,Shape of You,That's What I Like,470.731201171875
266,HUMBLE.,Gyalchester,470.0792779922485
267,goosebumps,Bounce Back,469.7589111328125
268,Jumpman,Back To Back,468.97163486480713
269,Magnolia,Slippery (feat. Gucci Mane),468.90103340148926
270,iSpy (feat. Lil Yachty),Swang,468.6216735839844
271,Jumpman,White Iverson,468.05294609069824
272,XO TOUR Llif3,Fake Love,467.94785499572754
273,I'm the One,Slippery (feat. Gucci Mane),467.60886669158936
274,XO TOUR Llif3,Portland,467.529182434082
275,Mask Off,Bank Account,467.09969997406006
276,House Party,Break Up In A Small Town,466.1409759521485
277,I'm the One,Location,466.1387367248535
278,One Night,Broccoli (feat. Lil Yachty),465.5005760192871
279,Congratulations,beibs in the trap,464.6805534362793
280,Don't Stop Believin',Sweet Home Alabama,464.6710720062256
281,Often,The Hills,464.2161636352539
282,Panda,Antidote,463.6921577453613
283,One Night,iSpy (feat. Lil Yachty),463.36054515838623
284,Butterfly Effect,Drowning (feat. Kodak Black),462.90724182128906
285,goosebumps,Bank Account,462.6580810546875
286,I'm the One,Bad and Boujee (feat. Lil Uzi Vert),462.5555534362793
287,You Was Right,Mask Off,462.5175876617432
288,Mask Off,Black Beatles,462.4015502929688
289,goosebumps,Fake Love,462.0572385787964
290,Moves,Bounce Back,461.93391036987305
291,Caroline,pick up the phone,461.2179327011109
292,Mask Off,Despacito - Remix,461.2064485549927
293,Rolex,Bounce Back,460.1861343383789
294,No Role Modelz,Bad and Boujee (feat. Lil Uzi Vert),459.7294006347656
295,Shape of You,Stay (with Alessia Cara),459.5146322250366
296,T-Shirt,Die A Happy Man,459.0429611206055
297,You Was Right,One Night,458.0422811508178
298,Ignition - Remix,Gold Digger,456.93212890625
299,One Dance,Let Me Love You,456.59379959106445
300,Panda,679 (feat. Remy Boyz),455.8651399612427
301,Jessie's Girl,Don't Stop Believin',455.7769737243652
302,No Problem (feat. Lil Wayne & 2 Chainz),Money Longer,455.73942947387695
303,Buy U a Drank (Shawty Snappin'),Ignition - Remix,455.1795959472656
304,Mask Off,Look At Me!,453.3211622238159
305,Starboy,Bounce Back,453.1521892547608
306,HUMBLE.,Black Beatles,452.6748237609863
307,I'm the One,Fake Love,452.5827884674072
308,That's What I Like,Stay (with Alessia Cara),452.3334560394287
309,Pop Style,Jumpman,452.2279987335205
310,Black Beatles,Chill Bill,452.00116634368896
311,Ignition - Remix,It Wasn't Me,451.5816307067871
312,Mask Off,Fake Love,451.44493103027344
313,White Iverson,Antidote,451.2997283935547
314,goosebumps,Caroline,451.1746520996094
315,Butterfly Effect,rockstar,451.1276149749756
316,Chicken Fried,Die A Happy Man,450.98526763916016
317,goosebumps,rockstar,450.8868398666382
318,Needed Me,Too Good,450.85083961486816
319,No Problem (feat. Lil Wayne & 2 Chainz),Low Life,450.4110889434815
320,No Role Modelz,Fake Love,450.3530387878418
321,Congratulations,1-800-273-8255,449.9721803665161
322,White Iverson,Caroline,449.284782409668
323,Rolex,Congratulations,448.7834358215332
324,rockstar,Tunnel Vision,448.6298027038574
325,HUMBLE.,LOYALTY. FEAT. RIHANNA.,448.1359720230103
326,HUMBLE.,Bodak Yellow,448.01953125
327,HUMBLE.,X (feat. Future),447.4701690673828
328,XO TOUR Llif3,Rolex,446.945348739624
329,Rolex,Tunnel Vision,446.7221202850342
330,HUMBLE.,1-800-273-8255,446.68822288513184
331,Play It Again,Break Up In A Small Town,446.4373655319214
332,Chill Bill,iSpy (feat. Lil Yachty),446.0952434539795
333,Go Flex,Congratulations,445.7262077331543
334,Exchange,Don't,445.2513771057129
335,No Problem (feat. Lil Wayne & 2 Chainz),goosebumps,444.8660888671875
336,Fake Love,Too Good,444.8630847930908
337,No Role Modelz,Antidote,444.40625
338,Chicken Fried,House Party,443.73678970336914
339,Fake Love,Controlla,443.43875885009766
340,Fake Love,Money Longer,442.8119888305664
341,No Role Modelz,Low Life,442.4338989257813
342,Chicken Fried,Play It Again,442.41172218322754
343,Broccoli (feat. Lil Yachty),X (feat. Future),442.3595485687256
344,Jumpman,"Me, Myself & I",442.2758016586304
345,Panda,Bad and Boujee (feat. Lil Uzi Vert),441.61044216156006
346,No Problem (feat. Lil Wayne & 2 Chainz),X (feat. Future),441.403226852417
347,XO TOUR Llif3,No Heart,440.8618669509888
348,Bad and Boujee (feat. Lil Uzi Vert),Drowning (feat. Kodak Black),440.7017707824707
349,Sweet Child O' Mine,Don't Stop Believin',440.3301315307617
350,One Dance,"Me, Myself & I",439.8745803833008
351,No Role Modelz,G.O.M.D.,439.6495151519776
352,You Was Right,Black Beatles,439.6277713775635
353,Broccoli (feat. Lil Yachty),Closer,438.762508392334
354,Side To Side,Closer,438.7401151657105
355,HUMBLE.,That's What I Like,438.5452880859375
356,XO TOUR Llif3,Money Longer,437.942798614502
357,goosebumps,Low Life,437.9164981842041
358,Closer,Something Just Like This,437.7955026626587
359,Broccoli (feat. Lil Yachty),Come Get Her,436.75938606262207
360,rockstar,1-800-273-8255,436.0694932937622
361,Panda,Low Life,435.9878673553467
362,Play It Again,This Is How We Roll,435.9761924743652
363,Congratulations,Slide,435.7978515625
364,Pop Style,Controlla,435.3521347045898
365,You Was Right,Chill Bill,435.1177978515625
366,DNA.,Bounce Back,434.9355411529541
367,No Problem (feat. Lil Wayne & 2 Chainz),I'm the One,434.7424201965332
368,Slide,Passionfruit,434.0826721191406
369,Sweet Child O' Mine,Bohemian Rhapsody - Remastered 2011,434.0303888320923
370,House Party,Leave The Night On,433.9189376831055
371,Broccoli (feat. Lil Yachty),DNA.,433.9015274047852
372,Break Up In A Small Town,Make You Miss Me,433.7500319480896
373,Rolex,T-Shirt,433.148078918457
374,No Problem (feat. Lil Wayne & 2 Chainz),All Night (feat. Knox Fortune),433.0054512023926
375,Radioactive,Demons,432.804765701294
376,Jumpman,Bad and Boujee (feat. Lil Uzi Vert),432.5434112548828
377,One Night,Congratulations,430.99549865722656
378,One Dance,Cold Water (feat. Justin Bieber & MØ),430.9185848236084
379,Fake Love,T-Shirt,430.8271265029907
380,Portland,T-Shirt,430.44167709350586
381,iSpy (feat. Lil Yachty),pick up the phone,430.4072999954224
382,Play It Again,Die A Happy Man,430.1229419708252
383,No Problem (feat. Lil Wayne & 2 Chainz),T-Shirt,429.9681701660156
384,Starboy,Closer,429.8186492919922
385,Paris,Something Just Like This,429.7177734375
386,goosebumps,X (feat. Future),429.15852069854736
387,No Problem (feat. Lil Wayne & 2 Chainz),Chill Bill,429.08630180358887
388,Both (feat. Drake),Congratulations,428.2172908782959
389,T-Shirt,Bad and Boujee (feat. Lil Uzi Vert),427.8976850509644
390,I'm the One,Stay (with Alessia Cara),427.65869522094727
391,T-Shirt,Bank Account,427.1476993560791
392,Rolex,goosebumps,427.0830268859863
393,One Dance,Low Life,426.94849491119385
394,No Problem (feat. Lil Wayne & 2 Chainz),pick up the phone,426.5419025421143
395,No Problem (feat. Lil Wayne & 2 Chainz),iSpy (feat. Lil Yachty),426.4865264892578
396,I Don't Fuck With You,Congratulations,426.4858074188232
397,No Problem (feat. Lil Wayne & 2 Chainz),DNA.,426.0910606384277
398,Broccoli (feat. Lil Yachty),T-Shirt,425.68720626831055
399,Santeria,What I Got,425.5290985107422
400,Despacito - Remix,That's What I Like,424.6981611251831
401,Magnolia,Bank Account,424.4471073150635
402,Magnolia,goosebumps,423.85054779052734
403,HUMBLE.,Rolex,423.8220052719116
404,Where Are Ü Now (with Justin Bieber),Sorry,423.7799949645996
405,Don't Let Me Down,Gold,423.58653259277344
406,I'm the One,Unforgettable,423.2493524551392
407,Another One Bites The Dust - Remastered 2011,Bohemian Rhapsody - Remastered 2011,423.1082439422608
408,Jumpman,Trap Queen,422.8326644897461
409,Closer,Never Be Like You,422.4051284790039
410,One Night,goosebumps,422.2185821533203
411,Mask Off,Chill Bill,421.18833446502686
412,Tunnel Vision,Passionfruit,421.14512825012207
413,This Is What You Came For,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",420.8177185058594
414,Portland,Congratulations,420.4947681427002
415,Bodak Yellow,Congratulations,420.188232421875
416,1-800-273-8255,Location,419.9586782455444
417,Roses,Middle,419.7331008911133
418,HUMBLE.,Money Longer,419.2252960205078
419,rockstar,Bad and Boujee (feat. Lil Uzi Vert),418.659815788269
420,Gold Digger,It Wasn't Me,418.362024307251
421,goosebumps,Unforgettable,418.1707172393799
422,My Way (feat. Monty),679 (feat. Remy Boyz),418.07341384887695
423,Caroline,Tunnel Vision,417.69458770751953
424,DNA.,Tunnel Vision,417.6210403442383
425,Despacito - Remix,Stay (with Alessia Cara),417.47000312805176
426,Photograph,Thinking Out Loud,417.20452880859375
427,Mask Off,Location,416.8668022155762
428,goosebumps,Broccoli (feat. Lil Yachty),416.5707550048828
429,Have You Ever Seen The Rain?,Fortunate Son,416.2921714782715
430,HUMBLE.,wokeuplikethis*,416.0177993774414
431,No Role Modelz,No Problem (feat. Lil Wayne & 2 Chainz),415.5522918701172
432,Portland,Slippery (feat. Gucci Mane),415.1588745117188
433,That's What I Like,iSpy (feat. Lil Yachty),415.15158462524414
434,Congratulations,Everyday We Lit (feat. PnB Rock),414.667781829834
435,Fake Love,pick up the phone,414.4426708221436
436,I'm the One,Slide,414.2389583587647
437,Starboy,Black Beatles,414.2000770568848
438,Where Are Ü Now (with Justin Bieber),Lean On (feat. MØ & DJ Snake),414.0147285461426
439,HUMBLE.,4 AM,412.622257232666
440,No Heart,Bad and Boujee (feat. Lil Uzi Vert),412.5435447692871
441,Magnolia,T-Shirt,412.50125885009766
442,One Dance,I Took A Pill In Ibiza - Seeb Remix,412.46936416625977
443,Paris,Closer,411.9253664016724
444,Body Like A Back Road,Die A Happy Man,411.9081764221192
445,Gold Digger,Hey Ya! - Radio Mix / Club Mix,411.60133934021
446,XO TOUR Llif3,wokeuplikethis*,411.584264755249
447,Livin' On A Prayer,Don't Stop Believin',411.57855224609375
448,Bank Account,X (feat. Future),411.201400756836
449,goosebumps,Gassed Up,411.17160511016846
450,HUMBLE.,You Was Right,410.6259002685547
451,Congratulations,Antidote,410.594349861145
452,Mask Off,Money Longer,410.0716152191162
453,No Heart,Bounce Back,409.9211730957031
454,Congratulations,Passionfruit,409.7277221679688
455,HUMBLE.,It's A Vibe,408.818696975708
456,Congratulations,Low Life,408.7720527648926
457,rockstar,Gucci Gang,408.64044857025146
458,Mask Off,X (feat. Future),408.51976776123047
459,HUMBLE.,Both (feat. Drake),408.5192852020264
460,Broccoli (feat. Lil Yachty),Really Really,408.2628049850464
461,goosebumps,1-800-273-8255,408.00819396972656
462,XO TOUR Llif3,Do What I Want,408.0006685256958
463,rockstar,Unforgettable,407.79876136779785
464,White Iverson,Don't,407.65081787109375
465,No Type,Come Get Her,407.4563980102539
466,It Goes Like This,Die A Happy Man,406.9742031097412
467,Chicken Fried,Country Girl (Shake It For Me),406.7669448852539
468,Mask Off,pick up the phone,406.3763236999512
469,Rolex,Swang,405.7301149368286
470,Slippery (feat. Gucci Mane),Get Right Witcha,405.3385539054871
471,Shape of You,Something Just Like This,405.33694076538086
472,Issues,Stay (with Alessia Cara),405.1351709365845
473,You Was Right,Swang,404.85107421875
474,Starboy,Caroline,404.1374454498291
475,Sweet Child O' Mine,Paradise City,403.9924025535584
476,goosebumps,Chill Bill,403.72575759887695
477,Bad and Boujee (feat. Lil Uzi Vert),Controlla,403.72159576416016
478,The Hills,Hotline Bling,403.56848430633545
479,XO TOUR Llif3,It's A Vibe,403.4274501800537
480,Head Over Boots,Die A Happy Man,403.40731620788574
481,Magnolia,DNA.,403.3312139511109
482,Broccoli (feat. Lil Yachty),Antidote,403.31696128845215
483,DNA.,Slippery (feat. Gucci Mane),403.3070583343506
484,This Could Be Us,Come Get Her,403.1136779785156
485,Tunnel Vision,Drowning (feat. Kodak Black),402.8011741638184
486,Broccoli (feat. Lil Yachty),Jordan Belfort,402.53799533844
487,Swang,X (feat. Future),401.47119426727295
488,Caroline,Low Life,401.4288139343262
489,Butterfly Effect,iSpy (feat. Lil Yachty),401.1997985839844
490,Roses,Stressed Out,400.9692258834839
491,Jumpman,Right Hand,400.6740264892578
492,Broccoli (feat. Lil Yachty),Trap Queen,400.5926971435547
493,Butterfly Effect,T-Shirt,400.52503395080566
494,DNA.,T-Shirt,399.1465587615967
495,This Is What You Came For,Middle,398.8690938949585
496,Chicken Fried,That's My Kind Of Night,398.39108657836914
497,HUMBLE.,Slide,398.2826385498047
498,OOOUUU,Bad and Boujee (feat. Lil Uzi Vert),398.2714920043945
499,Lose Yourself - Soundtrack Version,'Till I Collapse,398.1745796203613
500,goosebumps,beibs in the trap,398.0432071685791
501,Broccoli (feat. Lil Yachty),Needed Me,397.7971801757813
502,Congratulations,Young Dumb & Broke,397.6629695892334
503,XO TOUR Llif3,Bodak Yellow,397.4750890731812
504,That's My Kind Of Night,Country Girl (Shake It For Me),397.29827976226807
505,Closer,Stay (with Alessia Cara),397.2223749160767
506,Magnolia,Drowning (feat. Kodak Black),397.0422801971436
