,key1,key2,similarity
92,goosebumps,Slippery (feat. Gucci Mane),609.8372888565063
93,I'm the One,Congratulations,609.6766633987427
94,Fake Love,Congratulations,601.9735155105591
95,Congratulations,Tunnel Vision,599.8804054260254
96,XO TOUR Llif3,T-Shirt,598.8041763305664
97,Congratulations,rockstar,598.5836791992188
98,HUMBLE.,rockstar,598.3416366577148
99,Don't Let Me Down,Closer,596.3786544799805
100,XO TOUR Llif3,Portland,596.0996913909912
101,Black Beatles,Bad and Boujee (feat. Lil Uzi Vert),589.7855377197266
102,T-Shirt,Tunnel Vision,589.2369575500488
103,Jumpman,Panda,588.9799003601074
104,Bad and Boujee (feat. Lil Uzi Vert),Swang,587.416672706604
105,XO TOUR Llif3,iSpy (feat. Lil Yachty),580.8120517730713
106,Mask Off,T-Shirt,577.6863579750061
107,Young Dumb & Broke,Location,577.3265647888184
108,Mask Off,DNA.,577.1825494766235
109,Bad and Boujee (feat. Lil Uzi Vert),X (feat. Future),575.2310934066772
110,Congratulations,Unforgettable,572.4992027282715
111,goosebumps,Swang,570.9768028259277
112,XO TOUR Llif3,Unforgettable,567.4924459457397
113,XO TOUR Llif3,1-800-273-8255,563.6180934906006
114,goosebumps,Broccoli (feat. Lil Yachty),562.3704986572266
115,iSpy (feat. Lil Yachty),Tunnel Vision,562.2445983886719
116,Bad and Boujee (feat. Lil Uzi Vert),Money Longer,561.8103675842285
117,Slippery (feat. Gucci Mane),Tunnel Vision,561.161693572998
118,One Dance,Pop Style,560.7786827087402
119,T-Shirt,Swang,559.3438076972961
120,Exchange,Don't,558.5880737304688
121,Shape of You,Closer,558.5204467773438
122,XO TOUR Llif3,rockstar,557.6482343673706
123,Mask Off,Broccoli (feat. Lil Yachty),557.2551383972168
124,iSpy (feat. Lil Yachty),T-Shirt,553.1774425506592
125,No Problem (feat. Lil Wayne & 2 Chainz),iSpy (feat. Lil Yachty),551.1518402099609
126,No Problem (feat. Lil Wayne & 2 Chainz),Bounce Back,550.8047046661377
127,Don't Let Me Down,This Is What You Came For,550.465404510498
128,Black Beatles,Bounce Back,549.9727296829224
129,XO TOUR Llif3,I'm the One,549.7656879425049
130,DNA.,iSpy (feat. Lil Yachty),549.2968006134033
131,HUMBLE.,1-800-273-8255,545.9522724151611
132,T-Shirt,Bank Account,545.4347624778748
133,Sorry,Love Yourself,545.2775573730469
134,Slippery (feat. Gucci Mane),Bank Account,544.4800672531128
135,HUMBLE.,Fake Love,543.936824798584
136,No Role Modelz,Broccoli (feat. Lil Yachty),542.525053024292
137,No Role Modelz,Congratulations,542.495418548584
138,HUMBLE.,Rolex,541.3984451293945
139,Fake Love,Black Beatles,540.6698913574219
140,I'm the One,Location,540.077995300293
141,Ride,Stressed Out,539.4017968177795
142,No Problem (feat. Lil Wayne & 2 Chainz),Black Beatles,538.7889852523804
143,Fake Love,Starboy,534.8673686981201
144,Rolex,iSpy (feat. Lil Yachty),533.5957546234131
145,No Problem (feat. Lil Wayne & 2 Chainz),Fake Love,533.4958896636963
146,Congratulations,Location,532.6744813919067
147,I'm the One,Unforgettable,532.475004196167
148,Congratulations,Swang,531.4184436798096
149,XO TOUR Llif3,X (feat. Future),531.2417178153992
150,One Dance,Work,531.0484743118286
151,No Problem (feat. Lil Wayne & 2 Chainz),Mask Off,529.6718215942383
152,Congratulations,Caroline,529.4430084228516
153,Tunnel Vision,Bounce Back,527.678370475769
154,Don't Let Me Down,I Took A Pill In Ibiza - Seeb Remix,527.2045955657959
155,HUMBLE.,Despacito - Remix,527.0170621871948
156,Chicken Fried,Toes,526.795825958252
157,Ignition - Remix,It Wasn't Me,526.4151515960693
158,Butterfly Effect,Mask Off,525.584397315979
159,XO TOUR Llif3,Money Longer,525.5313453674316
160,Mask Off,Swang,523.3634562492371
161,IV. sweatpants,V. 3005,522.5136361122131
162,XO TOUR Llif3,Rolex,522.2203760147095
163,goosebumps,Caroline,522.0735569000244
164,HUMBLE.,Unforgettable,521.8096799850464
165,Butterfly Effect,Congratulations,521.6926670074463
166,Trap Queen,The Hills,521.17405128479
167,DNA.,Slippery (feat. Gucci Mane),520.6327548027039
168,One Dance,This Is What You Came For,519.2861251831055
169,Broccoli (feat. Lil Yachty),Money Longer,515.6592750549316
170,Butterfly Effect,rockstar,515.5744171142578
171,Mask Off,Fake Love,514.6471996307373
172,Butterfly Effect,Bank Account,513.1276803016663
173,goosebumps,pick up the phone,512.2881603240967
174,Congratulations,Drowning (feat. Kodak Black),512.2445936203003
175,One Dance,Don't Let Me Down,511.8472595214844
176,Chicken Fried,Knee Deep (feat. Jimmy Buffett),511.5907669067383
177,HUMBLE.,Bank Account,511.0822982788086
178,T-Shirt,Bounce Back,510.2132606506348
179,HUMBLE.,Location,510.0016326904297
180,The Hills,Can't Feel My Face,508.0324029922485
181,Magnolia,Slippery (feat. Gucci Mane),506.41314697265625
182,Starboy,Black Beatles,505.3240823745728
183,DNA.,Bounce Back,504.5252056121826
184,You Was Right,Bad and Boujee (feat. Lil Uzi Vert),504.4290075302124
185,Butterfly Effect,Slippery (feat. Gucci Mane),504.3183460235596
186,No Role Modelz,Bad and Boujee (feat. Lil Uzi Vert),502.4185495376587
187,One Dance,Closer,502.3567838668823
188,You Was Right,Money Longer,501.42795181274414
189,goosebumps,Drowning (feat. Kodak Black),500.5141849517822
190,I Took A Pill In Ibiza - Seeb Remix,Middle,500.09135723114014
191,One Dance,No Role Modelz,499.9570226669312
192,Mask Off,Bank Account,499.9229221343994
193,Magnolia,Congratulations,499.68147468566895
194,Slippery (feat. Gucci Mane),Bounce Back,498.9014053344727
195,I'm the One,Slide,497.0867729187012
196,Roses,Don't Let Me Down,496.12467765808105
197,XO TOUR Llif3,Caroline,495.7653188705444
198,Rolex,Bounce Back,495.58507442474365
199,You Was Right,Bounce Back,493.6282777786255
200,goosebumps,X (feat. Future),492.91924715042114
201,No Role Modelz,G.O.M.D.,492.8702459335327
202,Slippery (feat. Gucci Mane),iSpy (feat. Lil Yachty),491.19269943237305
203,HUMBLE.,Portland,489.1051483154297
204,Swang,Bounce Back,489.0314331054688
205,goosebumps,DNA.,488.83997344970703
206,Jumpman,Antidote,487.8141403198242
207,In the Name of Love,Closer,487.6871032714844
208,Ignition - Remix,Gold Digger,486.41160011291504
209,Redbone,Location,485.1798324584961
210,HUMBLE.,Drowning (feat. Kodak Black),483.4976406097412
211,Chill Bill,Bounce Back,483.20510387420654
212,Closer,This Is What You Came For,483.1583642959595
213,goosebumps,Fake Love,482.92436027526855
214,Slippery (feat. Gucci Mane),Drowning (feat. Kodak Black),482.05617904663086
215,24K Magic,That's What I Like,481.56056785583496
216,No Heart,X (feat. Future),481.4902901649475
217,rockstar,Bank Account,481.1137819290161
218,HUMBLE.,Black Beatles,480.5317096710205
219,Jumpman,Back To Back,480.4099941253662
220,Magnolia,goosebumps,480.36394119262695
221,Mask Off,Portland,480.3586640357971
222,Play It Again,Die A Happy Man,480.1372146606445
223,Redbone,Congratulations,479.8656921386719
224,One Dance,Fake Love,479.5481157302856
225,DNA.,Bank Account,479.3013482093811
226,No Problem (feat. Lil Wayne & 2 Chainz),DNA.,477.2219772338867
227,Broccoli (feat. Lil Yachty),pick up the phone,476.9449615478516
228,Jumpman,Big Rings,476.6264705657959
229,One Dance,I Took A Pill In Ibiza - Seeb Remix,475.92616081237793
230,HUMBLE.,Swang,475.2272529602051
231,Bodak Yellow,rockstar,474.4674324989319
232,Portland,Slippery (feat. Gucci Mane),474.4672775268554
233,I'm the One,Stay (with Alessia Cara),474.3123536109924
234,No Role Modelz,Black Beatles,474.207049369812
235,Magnolia,Bank Account,473.8014221191406
236,Bounce Back,Money Longer,472.9526205062866
237,One Dance,"Me, Myself & I",471.2942123413086
238,Congratulations,Bank Account,470.7739543914795
239,T-Shirt,X (feat. Future),470.4125051498413
240,Needed Me,Work,470.3687295913696
241,Congratulations,X (feat. Future),470.0337753295898
242,No Role Modelz,No Problem (feat. Lil Wayne & 2 Chainz),469.8937454223633
243,Congratulations,Slippery (feat. Gucci Mane),469.8580284118652
244,No Problem (feat. Lil Wayne & 2 Chainz),goosebumps,469.4104442596436
245,XO TOUR Llif3,You Was Right,469.3321170806885
246,Bank Account,Drowning (feat. Kodak Black),468.9925575256348
247,iSpy (feat. Lil Yachty),Location,468.68847846984863
248,XO TOUR Llif3,Broccoli (feat. Lil Yachty),468.64002990722656
249,Broccoli (feat. Lil Yachty),Fake Love,468.3406448364258
250,Mask Off,Black Beatles,468.1815490722656
251,Mask Off,Drowning (feat. Kodak Black),468.1634087562561
252,Shape of You,That's What I Like,468.0413417816162
253,XO TOUR Llif3,Fake Love,467.9478645324707
254,Stay (with Alessia Cara),It Ain't Me (with Selena Gomez),466.7013568878174
255,Side To Side,Closer,466.31804752349854
256,Rolex,Tunnel Vision,466.1448287963867
257,Moves,Bounce Back,466.1332883834839
258,iSpy (feat. Lil Yachty),Swang,465.9438133239746
259,Sweet Child O' Mine,Don't Stop Believin',465.4918603897095
260,HUMBLE.,No Role Modelz,465.0105438232422
261,One Dance,Low Life,464.8994722366333
262,No Role Modelz,White Iverson,464.2295837402344
263,I'm the One,Broccoli (feat. Lil Yachty),463.7929801940918
264,Needed Me,Too Good,463.7322807312012
265,Broccoli (feat. Lil Yachty),Low Life,463.3003234863281
266,I'm the One,That's What I Like,463.1318426132202
267,Rolex,Bad and Boujee (feat. Lil Uzi Vert),463.1300520896912
268,I'm the One,1-800-273-8255,462.5189971923828
269,"Flex (Ooh, Ooh, Ooh)",Trap Queen,460.6789040565491
270,Wild Thoughts,Unforgettable,460.4898490905762
271,One Dance,Black Beatles,460.4876089096069
272,Play It Again,Leave The Night On,459.24618434906006
273,goosebumps,rockstar,459.0847930908203
274,Mask Off,Caroline,458.75963401794434
275,goosebumps,Money Longer,457.8669395446777
276,Mask Off,Unforgettable,457.5942916870117
277,Broccoli (feat. Lil Yachty),Needed Me,457.466739654541
278,Bad and Boujee (feat. Lil Uzi Vert),pick up the phone,456.2238063812256
279,Make You Miss Me,Die A Happy Man,455.9769487380981
280,Closer,Ride,455.9446334838867
281,Fake Love,X (feat. Future),455.84077739715576
282,Despacito - Remix,Shape of You,454.5360479354858
283,HUMBLE.,Butterfly Effect,453.5553283691406
284,Slide,Location,453.2131843566895
285,Cold Water (feat. Justin Bieber & MØ),This Is What You Came For,453.1323137283325
286,Play It Again,That's My Kind Of Night,451.1034722328186
287,Where Are Ü Now (with Justin Bieber),Lean On (feat. MØ & DJ Snake),451.0581779479981
288,I'm the One,Caroline,450.13047981262207
289,One Dance,2 Phones,449.9894180297852
290,Butterfly Effect,T-Shirt,449.8204436302185
291,Break Up In A Small Town,Take Your Time,449.2964515686035
292,Chill Bill,iSpy (feat. Lil Yachty),448.9732475280762
293,Congratulations,Passionfruit,447.7738580703736
294,HUMBLE.,Redbone,447.6935577392578
295,XO TOUR Llif3,Both (feat. Drake),446.5462074279785
296,Slippery (feat. Gucci Mane),Swang,445.49016761779785
297,No Role Modelz,Jumpman,445.4781770706177
298,No Problem (feat. Lil Wayne & 2 Chainz),All Night (feat. Knox Fortune),444.4003129005432
299,I'm the One,Passionfruit,443.98273229599
300,XO TOUR Llif3,No Problem (feat. Lil Wayne & 2 Chainz),443.08037757873535
301,House Party,Die A Happy Man,442.8398666381836
302,My Way (feat. Monty),679 (feat. Remy Boyz),441.7036657333374
303,Gold Digger,Stronger,441.15071296691895
304,Black Beatles,iSpy (feat. Lil Yachty),440.7710266113281
305,Heathens,Closer,440.72252464294434
306,XO TOUR Llif3,Black Beatles,440.3614807128906
307,Portland,T-Shirt,440.2244210243225
308,You Was Right,X (feat. Future),440.0624761581421
309,Trap Queen,I Don't Fuck With You,439.3685293197632
310,Ignition - Remix,Yeah!,439.3603205680847
311,Jumpman,Hotline Bling,437.7863807678223
312,Chicken Fried,Wagon Wheel,437.5124807357788
313,2 Phones,Really Really,437.3908452987671
314,Buy U a Drank (Shawty Snappin'),Ignition - Remix,436.972412109375
315,Chicken Fried,Cruise,436.8537902832031
316,HUMBLE.,Bodak Yellow,436.8190231323242
317,Broccoli (feat. Lil Yachty),Come Get Her,436.7593765258789
318,Livin' On A Prayer,Don't Stop Believin',436.4646682739258
319,Passionfruit,Bounce Back,436.29728507995605
320,Jumpman,679 (feat. Remy Boyz),435.7326469421387
321,Magnolia,Mask Off,435.0515909194946
322,Work from Home,Don't Let Me Down,434.6482658386231
323,T-Shirt,Die A Happy Man,434.32525539398193
324,Jumpman,Ni**as In Paris,434.2074394226074
325,HUMBLE.,White Iverson,433.6056137084961
326,Broccoli (feat. Lil Yachty),Too Good,433.2763538360596
327,Broccoli (feat. Lil Yachty),Uber Everywhere,432.7970123291016
328,Broccoli (feat. Lil Yachty),Panda,432.7283439636231
329,Bounce Back,X (feat. Future),432.5429039001465
330,OOOUUU,Caroline,432.2931833267212
331,Closer,Something Just Like This,432.1465187072754
332,Portland,Gyalchester,431.9551305770874
333,Sweet Child O' Mine,Paradise City,431.9046049118042
334,HUMBLE.,Jumpman,431.583930015564
335,Closer,I Took A Pill In Ibiza - Seeb Remix,431.382381439209
336,Rolex,Congratulations,430.8320770263672
337,Broccoli (feat. Lil Yachty),Closer,430.7849807739258
338,Rolex,Caroline,429.838285446167
339,Unforgettable,Slippery (feat. Gucci Mane),429.7865867614746
340,Paris,Something Just Like This,429.71778869628906
341,DNA.,Drowning (feat. Kodak Black),429.3365921974182
342,Radioactive,Demons,429.2716269493103
343,Shape of You,Something Just Like This,429.18030738830566
344,You Was Right,Congratulations,429.1309700012207
345,No Role Modelz,goosebumps,428.88778495788574
346,Portland,goosebumps,428.8819885253906
347,Tunnel Vision,Swang,428.44959926605225
348,Portland,Congratulations,428.14013290405273
349,Broccoli (feat. Lil Yachty),X (feat. Future),428.0898571014404
350,Too Good,Controlla,428.0753173828125
351,rockstar,Slippery (feat. Gucci Mane),428.0705237388611
352,Break Up In A Small Town,Die A Happy Man,427.9713325500488
353,Magnolia,Tunnel Vision,427.2779035568237
354,You Was Right,goosebumps,426.7745027542114
355,Roses,I Took A Pill In Ibiza - Seeb Remix,426.7509479522705
356,You Was Right,Fake Love,426.4999771118164
357,679 (feat. Remy Boyz),Antidote,426.4313035011292
358,Black Beatles,Chill Bill,426.17252826690674
359,Hotline Bling,679 (feat. Remy Boyz),425.9006338119507
360,I'm the One,goosebumps,425.7016878128052
361,Money Longer,X (feat. Future),424.9930047988892
362,Roses,Closer,424.95337772369385
363,Chill Bill,X (feat. Future),424.8470458984375
364,Stay (with Alessia Cara),Something Just Like This,424.163667678833
365,Don't Let Me Down,Middle,423.9700775146485
366,Something Just Like This,It Ain't Me (with Selena Gomez),423.7844657897949
367,2 Phones,Broccoli (feat. Lil Yachty),423.7772998809815
368,Slide,Passionfruit,422.3507022857666
369,Knee Deep (feat. Jimmy Buffett),Toes,422.0100002288818
370,Broccoli (feat. Lil Yachty),Controlla,421.7177829742432
371,Black Beatles,Congratulations,421.2885074615479
372,HUMBLE.,Passionfruit,421.2637996673584
373,Don't Let Me Down,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",421.1408700942993
374,DNA.,T-Shirt,420.918194770813
375,What Do You Mean?,Where Are Ü Now (with Justin Bieber),420.21741676330566
376,DNA.,Bad and Boujee (feat. Lil Uzi Vert),420.20924377441406
377,XO TOUR Llif3,Look At Me!,419.90410327911377
378,Roses,Middle,419.7330904006958
379,Starboy,Caroline,419.6811676025391
380,Congratulations,Erase Your Social,419.1887512207031
381,Don't Let Me Down,Sorry,419.0550842285156
382,XO TOUR Llif3,Location,418.8101463317871
383,No Problem (feat. Lil Wayne & 2 Chainz),Money Longer,417.761127948761
384,You Was Right,iSpy (feat. Lil Yachty),417.67731285095215
385,Butterfly Effect,DNA.,416.8609008789063
386,Low (feat T-Pain) - Feat T-Pain Album Version,Yeah!,416.4656410217285
387,That's What I Like,Location,416.3495225906372
388,No Type,Come Get Her,415.605525970459
389,House Party,Leave The Night On,415.5608525276184
390,No Problem (feat. Lil Wayne & 2 Chainz),Chill Bill,415.2448177337647
391,One Dance,Caroline,414.738899230957
392,No Role Modelz,Panda,414.4400939941406
393,Body Like A Back Road,Die A Happy Man,414.3311548233032
394,White Iverson,Antidote,414.1338634490967
395,Unforgettable,Bank Account,413.92140769958496
396,Roses,My House,413.6331224441528
397,Jumpman,Bad and Boujee (feat. Lil Uzi Vert),413.3192596435547
398,Mask Off,Both (feat. Drake),412.8481421470642
399,goosebumps,Bank Account,412.6409912109375
400,This Could Be Us,Come Get Her,412.2753381729126
401,Low Life,Bad and Boujee (feat. Lil Uzi Vert),412.2250423431397
402,goosebumps,Black Beatles,412.2041473388672
403,Magnolia,DNA.,412.05190086364746
404,Paris,Closer,411.9253873825073
405,One Dance,Cold Water (feat. Justin Bieber & MØ),411.766655921936
406,I'm the One,Mask Off,411.4996147155762
407,HUMBLE.,Look At Me!,411.3912763595581
408,I'm the One,DNA.,410.9163675308228
409,OOOUUU,Bad and Boujee (feat. Lil Uzi Vert),410.52598667144775
410,Congratulations,1-800-273-8255,409.6298637390137
411,What Do You Mean?,Love Yourself,409.2235870361328
412,No Problem (feat. Lil Wayne & 2 Chainz),Starboy,408.4223175048828
413,Starving,Closer,408.0966286659241
414,T-Shirt,Money Longer,407.5145773887634
415,Cruise,This Is How We Roll,407.4793767929077
416,Sweet Child O' Mine,Sweet Home Alabama,407.3637471199036
417,Livin' On A Prayer,You Give Love A Bad Name,407.25740790367126
418,Pop Style,Jumpman,407.0051879882813
419,Play It Again,Wagon Wheel,406.7094888687134
420,Panda,Black Beatles,406.6167831420898
421,You Was Right,Caroline,406.3712005615234
422,One Dance,Work from Home,405.7129631042481
423,Break Up In A Small Town,Make You Miss Me,405.3073978424072
424,White Iverson,Panda,404.72287464141846
425,DNA.,Unforgettable,404.6567630767822
426,No Problem (feat. Lil Wayne & 2 Chainz),One Night,404.5523862838745
427,Jumpman,2 Phones,404.459180355072
428,Unforgettable,Passionfruit,403.69640254974365
429,Don't Let Me Down,Gold,403.6530332565308
430,One Night,Broccoli (feat. Lil Yachty),403.43384742736816
431,Jumpman,Caroline,402.9623918533325
432,HUMBLE.,V. 3005,402.5409641265869
433,Blue Ain't Your Color,Die A Happy Man,402.4334936141968
434,Black Beatles,X (feat. Future),402.4223885536194
435,No Problem (feat. Lil Wayne & 2 Chainz),Jumpman,402.3405170440674
436,Chill Bill,Low Life,402.3169250488281
437,Play It Again,This Is How We Roll,402.0669488906861
438,Bounce Back,Drowning (feat. Kodak Black),401.8380317687988
439,Sweet Child O' Mine,Welcome To The Jungle,401.7488622665405
440,Slippery (feat. Gucci Mane),pick up the phone,401.5747537612915
441,Mask Off,X (feat. Future),401.0921459197998
442,No Problem (feat. Lil Wayne & 2 Chainz),X (feat. Future),401.0463705062866
443,Wild Thoughts,I'm the One,400.81128311157227
444,Gold Digger,Yeah!,400.31181478500366
445,Closer,Caroline,399.9168319702149
446,Closer,Too Good,399.8903303146362
447,HUMBLE.,LOYALTY. FEAT. RIHANNA.,399.68883991241455
448,Bodak Yellow,Bank Account,399.48370885849
449,Slippery (feat. Gucci Mane),Get Right Witcha,399.2202444076538
450,That's My Kind Of Night,Drunk On You,398.6719212532044
451,That's My Kind Of Night,Country Girl (Shake It For Me),398.6682553291321
452,The Hills,Hotline Bling,398.3611636161804
453,Heathens,Ride,397.9237003326416
454,Don't Stop Believin',Bohemian Rhapsody - Remastered 2011,397.6102466583252
455,Caroline,X (feat. Future),397.41485118865967
456,Mask Off,rockstar,397.2789459228516
457,One Dance,Hotline Bling,396.97377586364746
458,Starboy,Closer,396.7556762695313
459,Redbone,Unforgettable,396.26598358154297
460,HUMBLE.,You Was Right,395.9606981277466
461,Broccoli (feat. Lil Yachty),Tunnel Vision,395.94272232055664
462,H.O.L.Y.,Body Like A Back Road,395.52402782440186
463,I'm the One,Shape of You,395.34563541412354
464,Swang,X (feat. Future),395.2947082519531
465,No Problem (feat. Lil Wayne & 2 Chainz),T-Shirt,395.03324699401855
466,Slide,Rollin,395.0212154388428
467,I Don't Fuck With You,Bad and Boujee (feat. Lil Uzi Vert),394.9791383743286
468,One Dance,No Problem (feat. Lil Wayne & 2 Chainz),394.8384017944336
469,XO TOUR Llif3,Passionfruit,394.6269292831421
470,No Role Modelz,Back To Back,393.8948364257813
471,DNA.,Caroline,393.85873794555664
472,iSpy (feat. Lil Yachty),Drowning (feat. Kodak Black),393.5302734375
473,One Dance,oui,393.4893035888672
474,Broccoli (feat. Lil Yachty),Really Really,393.4168949127197
475,Portland,Bank Account,393.2790279388428
476,Shape of You,Castle on the Hill,392.8427181243897
477,Redbone,Passionfruit,391.8550777435303
478,Break Up In A Small Town,Body Like A Back Road,391.75384521484375
479,Jumpman,Broccoli (feat. Lil Yachty),391.7177610397339
480,No Role Modelz,Antidote,391.6329898834229
481,That's What I Like,iSpy (feat. Lil Yachty),391.428653717041
482,No Problem (feat. Lil Wayne & 2 Chainz),I'm the One,391.2681941986084
483,One Dance,Starboy,390.88750648498535
484,Slippery (feat. Gucci Mane),X (feat. Future),390.6705379486084
485,Ain't No Mountain High Enough,I Want You Back,390.54425954818726
486,Promiscuous,Gold Digger,390.0340175628662
487,goosebumps,Moves,389.98828411102295
488,No Role Modelz,Low Life,389.8948554992676
489,Ain't No Mountain High Enough,My Girl,389.5612988471985
490,Jumpman,White Iverson,389.5408143997192
491,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Shape of You,389.3681726455689
492,Swang,Drowning (feat. Kodak Black),389.3033094406128
493,Riptide,Take Me To Church,389.11199283599854
494,XO TOUR Llif3,Young Dumb & Broke,389.0863037109375
495,Tunnel Vision,Bank Account,388.9661979675293
496,Don't Let Me Down,Ride,388.8739938735962
497,Magnolia,Butterfly Effect,388.7371349334717
498,Ni**as In Paris,I Don't Fuck With You,388.5687065124512
499,No Problem (feat. Lil Wayne & 2 Chainz),Rolex,388.405818939209
500,Butterfly Effect,Unforgettable,388.1230993270874
501,House Party,Body Like A Back Road,387.77020931243896
502,Don't Stop Believin',Sweet Home Alabama,387.6036801338196
