,key1,key2,similarity
210,Broccoli (feat. Lil Yachty),Congratulations,491.099250793457
211,Fake Love,Swang,490.5239839553833
212,Rolex,iSpy (feat. Lil Yachty),490.3312339782715
213,Caroline,Money Longer,489.3473644256592
214,Butterfly Effect,Bank Account,487.5695867538452
215,No Problem (feat. Lil Wayne & 2 Chainz),Chill Bill,487.2206001281738
216,T-Shirt,pick up the phone,487.17486476898193
217,DNA.,Bounce Back,487.12779808044434
218,HUMBLE.,Jumpman,486.91519260406494
219,Starboy,Bad and Boujee (feat. Lil Uzi Vert),486.4545440673828
220,One Dance,This Is What You Came For,485.8817672729492
221,rockstar,Drowning (feat. Kodak Black),485.48970222473145
222,Redbone,Location,485.1798076629639
223,Congratulations,Money Longer,483.05306911468506
224,iSpy (feat. Lil Yachty),Passionfruit,482.7703971862793
225,Jumpman,679 (feat. Remy Boyz),482.3204002380371
226,Don't Let Me Down,Cold Water (feat. Justin Bieber & MØ),482.1693849563599
227,T-Shirt,Drowning (feat. Kodak Black),481.3813781738281
228,goosebumps,rockstar,480.9459457397461
229,goosebumps,Swang,480.8226013183594
230,Bodak Yellow,Slippery (feat. Gucci Mane),480.7887592315674
231,Knee Deep (feat. Jimmy Buffett),Toes,479.93292760849
232,Portland,DNA.,479.8156776428223
233,Magnolia,DNA.,479.6371507644653
234,Panda,679 (feat. Remy Boyz),479.309606552124
235,Slide,Passionfruit,478.6641454696655
236,T-Shirt,Tunnel Vision,478.6139440536499
237,Bodak Yellow,Bank Account,478.6085014343262
238,No Problem (feat. Lil Wayne & 2 Chainz),Fake Love,478.3066720962525
239,Roses,Middle,478.2413692474365
240,Slippery (feat. Gucci Mane),Bounce Back,476.7279958724976
241,goosebumps,Bounce Back,476.0223560333252
242,White Iverson,Congratulations,474.4480085372925
243,Caroline,pick up the phone,474.3955707550049
244,Trap Queen,The Hills,474.2959756851196
245,Bad and Boujee (feat. Lil Uzi Vert),pick up the phone,474.2665557861328
246,Needed Me,Too Good,474.0374279022217
247,One Dance,No Role Modelz,474.0333251953125
248,rockstar,Slippery (feat. Gucci Mane),474.0215969085693
249,HUMBLE.,Black Beatles,473.5674819946289
250,Jumpman,I Don't Fuck With You,472.9146423339844
251,Stay (with Alessia Cara),Something Just Like This,472.6998443603516
252,Starving,Closer,472.2627506256104
253,You Was Right,Broccoli (feat. Lil Yachty),471.40964126586914
254,XO TOUR Llif3,Both (feat. Drake),471.35436630249023
255,goosebumps,Drowning (feat. Kodak Black),471.0721893310547
256,Magnolia,goosebumps,470.9450244903565
257,Congratulations,Drowning (feat. Kodak Black),470.2573184967041
258,Congratulations,X (feat. Future),470.03373527526855
259,Slippery (feat. Gucci Mane),Swang,469.8702096939087
260,Butterfly Effect,DNA.,468.96849632263184
261,Mask Off,Caroline,468.5204772949219
262,Bad and Boujee (feat. Lil Uzi Vert),Money Longer,468.1752920150757
263,One Dance,No Problem (feat. Lil Wayne & 2 Chainz),467.9566345214844
264,No Role Modelz,Jumpman,467.5940914154053
265,White Iverson,Antidote,467.22792053222656
266,Shape of You,Stay (with Alessia Cara),466.9662208557129
267,One Dance,Starboy,466.3219375610352
268,HUMBLE.,Drowning (feat. Kodak Black),465.5903205871582
269,Despacito - Remix,Stay (with Alessia Cara),465.5423240661621
270,Break Up In A Small Town,Die A Happy Man,465.5126676559448
271,Play It Again,This Is How We Roll,465.0412788391113
272,Slide,Location,464.8340606689453
273,Magnolia,Drowning (feat. Kodak Black),464.8299980163574
274,24K Magic,That's What I Like,464.66370582580566
275,goosebumps,Slippery (feat. Gucci Mane),464.6379203796387
276,Mask Off,Bank Account,464.574836730957
277,goosebumps,DNA.,463.9836902618408
278,Fake Love,Tunnel Vision,463.6470365524292
279,Bounce Back,X (feat. Future),463.4388542175293
280,Lose Yourself - Soundtrack Version,'Till I Collapse,463.3304138183594
281,Again,679 (feat. Remy Boyz),462.3134136199951
282,Chill Bill,Money Longer,461.99928283691406
283,Despacito - Remix,That's What I Like,460.3179988861084
284,Hotline Bling,679 (feat. Remy Boyz),460.16850090026855
285,Jumpman,Chill Bill,459.6711215972901
286,Fake Love,T-Shirt,459.5489349365234
287,Paris,Closer,459.3592052459717
288,House Party,Die A Happy Man,459.2413787841797
289,Mask Off,Fake Love,457.46418952941895
290,Butterfly Effect,Slippery (feat. Gucci Mane),456.58451080322266
291,Never Be Like You,Gold,456.2310981750488
292,Broccoli (feat. Lil Yachty),Tunnel Vision,455.9340438842773
293,Famous,Father Stretch My Hands Pt. 1,455.0099315643311
294,Too Good,Controlla,454.8300247192383
295,Congratulations,Chill Bill,454.4613666534424
296,Ignition - Remix,It Wasn't Me,454.1620635986328
297,Jumpman,Energy,453.580530166626
298,One Dance,Hotline Bling,451.8400478363037
299,Slippery (feat. Gucci Mane),iSpy (feat. Lil Yachty),451.6714859008789
300,No Heart,Bad and Boujee (feat. Lil Uzi Vert),451.6266174316406
301,iSpy (feat. Lil Yachty),X (feat. Future),451.0335340499878
302,XO TOUR Llif3,Passionfruit,451.00220489501953
303,Antidote,Bad and Boujee (feat. Lil Uzi Vert),450.6805419921875
304,I'm the One,Broccoli (feat. Lil Yachty),449.7386169433594
305,Tunnel Vision,Bank Account,449.4720344543457
306,Tunnel Vision,Drowning (feat. Kodak Black),449.44134044647217
307,Congratulations,Location,449.33086490631104
308,Tunnel Vision,X (feat. Future),449.2276372909546
309,Fake Love,Starboy,448.5984134674072
310,The Hills,Hotline Bling,447.8308506011963
311,I'm the One,goosebumps,446.8357906341553
312,Broccoli (feat. Lil Yachty),Closer,446.73999786376953
313,HUMBLE.,Unforgettable,446.327787399292
314,I Don't Fuck With You,Come Get Her,445.9389953613281
315,DNA.,rockstar,445.2932968139648
316,Caroline,X (feat. Future),445.104606628418
317,Bank Account,Drowning (feat. Kodak Black),444.3087387084961
318,Black Beatles,Congratulations,444.1491241455078
319,XO TOUR Llif3,You Was Right,444.0991935729981
320,I'm the One,Closer,444.04345703125
321,goosebumps,Money Longer,443.0970239639282
322,Slippery (feat. Gucci Mane),Drowning (feat. Kodak Black),442.97052669525146
323,Rolex,Tunnel Vision,442.83756923675537
324,No Problem (feat. Lil Wayne & 2 Chainz),goosebumps,441.7980537414551
325,Roses,Sorry,441.73622131347656
326,Swang,Bounce Back,441.7058372497559
327,Broccoli (feat. Lil Yachty),No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,441.44335651397705
328,Go Flex,Congratulations,440.4823780059815
329,Portland,Gyalchester,440.4248142242432
330,Another One Bites The Dust - Remastered 2011,Bohemian Rhapsody - Remastered 2011,440.03257989883423
331,T-Shirt,Money Longer,439.8570041656494
332,Bodak Yellow,rockstar,438.618782043457
333,Slippery (feat. Gucci Mane),Tunnel Vision,437.9798583984375
334,I'm the One,Location,437.2060070037842
335,Rolex,Bad and Boujee (feat. Lil Uzi Vert),437.00478172302246
336,HUMBLE.,1-800-273-8255,436.7618179321289
337,Body Like A Back Road,Die A Happy Man,436.1380434036255
338,One Dance,Let Me Love You,435.9734344482422
339,Mask Off,Drowning (feat. Kodak Black),435.9616928100586
340,Congratulations,Young Dumb & Broke,435.9564266204834
341,Jumpman,Bad and Boujee (feat. Lil Uzi Vert),435.74746894836426
342,Mask Off,Rolex,435.7218933105469
343,Chicken Fried,Wagon Wheel,435.66642713546753
344,The Hills,679 (feat. Remy Boyz),435.36415672302246
345,Starboy,Caroline,435.2249479293823
346,Money Longer,pick up the phone,434.8420429229736
347,No Problem (feat. Lil Wayne & 2 Chainz),I'm the One,434.7424268722534
348,Despacito - Remix,Shape of You,434.52501487731934
349,Chicken Fried,Toes,434.207447052002
350,You Was Right,pick up the phone,433.8097882270813
351,HUMBLE.,White Iverson,433.60562324523926
352,Roses,Don't Let Me Down,432.981559753418
353,Sweet Child O' Mine,Sweet Home Alabama,432.9469776153565
354,XO TOUR Llif3,1-800-273-8255,432.67650413513184
355,No Problem (feat. Lil Wayne & 2 Chainz),pick up the phone,431.5600261688232
356,Starboy,Black Beatles,430.7680950164795
357,iSpy (feat. Lil Yachty),Drowning (feat. Kodak Black),430.259765625
358,One Dance,Roses,429.9544715881348
359,DNA.,Tunnel Vision,429.5530700683594
360,XO TOUR Llif3,pick up the phone,428.8904972076416
361,I'm the One,Young Dumb & Broke,428.5760135650635
362,Slippery (feat. Gucci Mane),Get Right Witcha,428.282265663147
363,Buy U a Drank (Shawty Snappin'),Yeah!,428.228572845459
364,XO TOUR Llif3,Redbone,427.9443740844727
365,No Problem (feat. Lil Wayne & 2 Chainz),White Iverson,427.7266788482666
366,Broccoli (feat. Lil Yachty),Trap Queen,427.2988586425781
367,HUMBLE.,Young Dumb & Broke,427.1430282592773
368,Hotel California - Remastered,Bohemian Rhapsody - Remastered 2011,427.071249961853
369,Broccoli (feat. Lil Yachty),Too Good,426.99698638916016
370,HUMBLE.,Rolex,426.5563631057739
371,One Dance,Work from Home,425.8547649383545
372,goosebumps,Caroline,425.39323711395264
373,Cruise,This Is How We Roll,424.6528263092041
374,Slide,Unforgettable,424.4473123550415
375,No Problem (feat. Lil Wayne & 2 Chainz),Jumpman,424.1729373931885
376,You Was Right,One Night,423.9136462211609
377,XO TOUR Llif3,Look At Me!,423.90318155288696
378,1-800-273-8255,Young Dumb & Broke,423.7872648239136
379,T-Shirt,Die A Happy Man,423.7319469451904
380,Congratulations,Slide,423.34649085998535
381,IV. sweatpants,V. 3005,422.70765209198
382,Paris,Something Just Like This,422.5558161735535
383,Congratulations,Passionfruit,421.4342422485352
384,Livin' On A Prayer,Don't Stop Believin',421.1501359939575
385,Mr. Brightside,Somebody Told Me,421.0171642303467
386,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Shape of You,418.6754703521729
387,Gold Digger,Yeah!,418.62674713134766
388,Don't Let Me Down,Gold,418.6031455993652
389,Congratulations,Look At Me!,418.5332794189453
390,Jumpman,Where Ya At,418.2982378005981
391,All The Small Things,What's My Age Again?,418.2305145263672
392,You Was Right,Congratulations,418.1275997161865
393,Caroline,T-Shirt,417.76630783081055
394,What Do You Mean?,Love Yourself,417.24756240844727
395,Despacito - Remix,Congratulations,416.942307472229
396,Radioactive,Demons,416.9057869911194
397,Jumpman,Too Good,416.8772964477539
398,Trap Queen,Hotline Bling,416.7317581176758
399,goosebumps,Broccoli (feat. Lil Yachty),416.5707492828369
400,No Role Modelz,A Tale of 2 Citiez,416.4102129936218
401,Play It Again,Die A Happy Man,416.1189193725586
402,No Role Modelz,Don't,415.8502721786499
403,Work from Home,Don't Let Me Down,415.3305788040161
404,Jumpman,Really Really,414.9883117675781
405,XO TOUR Llif3,Bodak Yellow,414.3376522064209
406,No Heart,Bounce Back,414.2361145019531
407,1-800-273-8255,Slippery (feat. Gucci Mane),414.0611763000488
408,Broccoli (feat. Lil Yachty),T-Shirt,413.5247211456299
409,goosebumps,1-800-273-8255,413.44830322265625
410,DNA.,1-800-273-8255,413.0202512741089
411,Caroline,Low Life,412.89820861816406
412,No Problem (feat. Lil Wayne & 2 Chainz),Slippery (feat. Gucci Mane),412.727424621582
413,Jumpman,F*ck Up Some Commas,412.2153911590576
414,XO TOUR Llif3,Money Longer,412.18143463134766
415,XO TOUR Llif3,Location,412.162356376648
416,T-Shirt,Bank Account,411.81418323516846
417,Jumpman,Back To Back,411.77998065948486
418,Butterfly Effect,iSpy (feat. Lil Yachty),411.229793548584
419,Broccoli (feat. Lil Yachty),X (feat. Future),410.9662628173828
420,Bank Account,Bounce Back,409.59368991851807
421,Fake Love,pick up the phone,409.56689071655273
422,Break Up In A Small Town,Leave The Night On,409.50284910202026
423,Mask Off,Look At Me!,408.9535641670227
424,Treat You Better,Closer,408.5981321334839
425,One Dance,Famous,408.3609437942505
426,Jumpman,The Hills,408.1102418899536
427,Jumpman,Bounce Back,407.50830078125
428,Gyalchester,Slippery (feat. Gucci Mane),407.0731196403504
429,iSpy (feat. Lil Yachty),pick up the phone,406.93053817749023
430,XO TOUR Llif3,Broccoli (feat. Lil Yachty),406.8812484741211
431,T-Shirt,Body Like A Back Road,406.8628568649292
432,Ni**as In Paris,Caroline,406.0787944793701
433,T-Shirt,Get Right Witcha,405.6985025405884
434,Sweet Child O' Mine,Livin' On A Prayer,405.5312433242798
435,Magnolia,Bounce Back,405.4378538131714
436,goosebumps,Fake Love,405.41797065734863
437,rockstar,Unforgettable,405.3272771835327
438,House Party,Play It Again,404.80934381484985
439,I'm the One,Stay (with Alessia Cara),404.33184242248535
440,Gold Digger,Ni**as In Paris,404.0629692077637
441,T-Shirt,X (feat. Future),403.8244037628174
442,No Role Modelz,Chill Bill,403.81151962280273
443,One Dance,Gold,403.8001289367676
444,HUMBLE.,Gyalchester,403.5802917480469
445,Butterfly Effect,goosebumps,403.3373804092407
446,Moves,Bounce Back,403.1423034667969
447,This Could Be Us,Come Get Her,403.1136727333069
448,One Dance,I'm the One,402.9383544921875
449,XO TOUR Llif3,Portland,402.0750722885132
450,Bad and Boujee (feat. Lil Uzi Vert),Bank Account,401.6443691253662
451,That's What I Like,Location,401.5853443145752
452,Bohemian Rhapsody - Remastered 2011,Sweet Home Alabama,401.5431289672852
453,Play It Again,Wagon Wheel,401.42755651474
454,Caroline,Tunnel Vision,400.9867973327637
455,House Party,Break Up In A Small Town,400.5359497070313
456,I Took A Pill In Ibiza - Seeb Remix,This Is What You Came For,400.3680419921875
457,No Role Modelz,Antidote,399.9656181335449
458,HUMBLE.,ELEMENT.,399.7676696777344
459,Work from Home,Closer,399.5371856689453
460,One Night,iSpy (feat. Lil Yachty),399.2029151916504
461,Portland,T-Shirt,399.13680839538574
462,Photograph,Thinking Out Loud,398.8882417678833
463,DNA.,Swang,398.80624294281006
464,Rake It Up,rockstar,398.7210202217102
465,Closer,Never Be Like You,398.267692565918
466,Shape of You,That's What I Like,398.10412979125977
467,Erase Your Social,Money Longer,397.9712047576904
468,HUMBLE.,Redbone,397.9498023986816
469,OOOUUU,Bounce Back,397.7692441940308
470,No Problem (feat. Lil Wayne & 2 Chainz),Rolex,397.65359020233154
471,2 Phones,Broccoli (feat. Lil Yachty),397.6182193756104
472,Congratulations,1-800-273-8255,397.2168273925781
473,No Role Modelz,Congratulations,397.1208114624024
474,H.O.L.Y.,T-Shirt,396.6691284179688
475,Mask Off,X (feat. Future),396.1404037475586
476,I'm the One,Slippery (feat. Gucci Mane),395.4635057449341
477,You Was Right,goosebumps,395.4294958114624
478,Portland,Slippery (feat. Gucci Mane),395.38941383361816
479,One Dance,iSpy (feat. Lil Yachty),395.28643226623535
480,Magnolia,Portland,394.98562240600586
481,Sneakin’,Bounce Back,394.1936202049256
482,Under Pressure - Remastered 2011,Bohemian Rhapsody - Remastered 2011,394.1740779876709
483,Broccoli (feat. Lil Yachty),V. 3005,394.06256675720215
484,iSpy (feat. Lil Yachty),Location,393.9700345993042
485,House Party,Leave The Night On,393.8649044036865
486,One Night,Caroline,393.7320194244385
487,Break Up In A Small Town,Take Your Time,393.5014567375183
488,One Dance,I Took A Pill In Ibiza - Seeb Remix,393.4323225021362
489,Low (feat T-Pain) - Feat T-Pain Album Version,Yeah!,393.3286771774292
490,HUMBLE.,No Role Modelz,393.179630279541
491,I'm the One,Bounce Back,393.0502977371216
492,Jumpman,2 Phones,393.03379344940186
493,OOOUUU,Caroline,392.6141138076782
494,One Dance,Low Life,392.160099029541
495,Jumpman,Work,392.1102113723755
496,HUMBLE.,pick up the phone,391.707667350769
497,No Role Modelz,Bounce Back,391.5489292144776
498,Have You Ever Seen The Rain?,Fortunate Son,391.46070861816406
499,I'm the One,DNA.,391.3489437103272
500,Body Like A Back Road,May We All,391.2826471328736
501,"Flex (Ooh, Ooh, Ooh)",679 (feat. Remy Boyz),390.2495269775391
502,Low Life,Bounce Back,390.0997161865234
503,m.A.A.d city,Jumpman,389.85931396484375
