,key1,key2,similarity
133,Mask Off,Rolex,558.2686367034912
134,White Iverson,Antidote,557.4878931045532
135,DNA.,Bounce Back,556.7174682617188
136,Bad and Boujee (feat. Lil Uzi Vert),Swang,555.6644201278687
137,Slippery (feat. Gucci Mane),Bad and Boujee (feat. Lil Uzi Vert),552.3022899627686
138,Swang,Bounce Back,552.1322631835938
139,Tunnel Vision,Bounce Back,552.0327568054199
140,Closer,I Took A Pill In Ibiza - Seeb Remix,550.7009124755859
141,Mask Off,X (feat. Future),549.6447925567627
142,Fake Love,Bad and Boujee (feat. Lil Uzi Vert),548.0535259246826
143,XO TOUR Llif3,Magnolia,547.0604848861694
144,Mask Off,Caroline,546.6072235107422
145,One Dance,Controlla,546.3713340759277
146,Jumpman,Hotline Bling,545.1679458618164
147,Ignition - Remix,Yeah!,543.2091236114502
148,Broccoli (feat. Lil Yachty),Come Get Her,541.5816268920898
149,HUMBLE.,Caroline,540.9895343780518
150,I'm the One,Unforgettable,540.6669273376465
151,H.O.L.Y.,Die A Happy Man,539.929220199585
152,HUMBLE.,Slide,537.6815414428711
153,No Role Modelz,No Problem (feat. Lil Wayne & 2 Chainz),537.0214233398438
154,Magnolia,goosebumps,536.8773460388184
155,XO TOUR Llif3,Rolex,536.3344402313232
156,I'm the One,Bad and Boujee (feat. Lil Uzi Vert),535.9264450073242
157,goosebumps,iSpy (feat. Lil Yachty),535.862678527832
158,Magnolia,Drowning (feat. Kodak Black),534.5545196533203
159,HUMBLE.,T-Shirt,533.9504852294922
160,Cold Water (feat. Justin Bieber & MØ),Let Me Love You,532.7933502197266
161,HUMBLE.,Magnolia,532.7780284881592
162,Slippery (feat. Gucci Mane),Bounce Back,532.1614990234375
163,HUMBLE.,Unforgettable,531.6551456451416
164,I'm the One,Slide,530.2258911132812
165,XO TOUR Llif3,Butterfly Effect,530.0733032226562
166,One Dance,Caroline,529.944149017334
167,Butterfly Effect,Congratulations,529.7187080383301
168,Mask Off,rockstar,529.7052612304688
169,XO TOUR Llif3,1-800-273-8255,529.4594211578369
170,Fake Love,X (feat. Future),529.3634834289551
171,HUMBLE.,I'm the One,528.8613739013672
172,Bad and Boujee (feat. Lil Uzi Vert),X (feat. Future),528.5907344818115
173,goosebumps,pick up the phone,526.9249649047852
174,goosebumps,Swang,525.8996868133545
175,Rolex,Bounce Back,523.904221534729
176,Play It Again,That's My Kind Of Night,523.862096786499
177,Gold Digger,Ni**as In Paris,521.9146537780762
178,goosebumps,Both (feat. Drake),521.5241813659668
179,XO TOUR Llif3,Both (feat. Drake),520.9705753326416
180,House Party,Leave The Night On,520.7027549743652
181,Redbone,Congratulations,519.8544998168945
182,Broccoli (feat. Lil Yachty),Needed Me,517.1363143920898
183,Closer,Cold Water (feat. Justin Bieber & MØ),517.0894317626953
184,Black Beatles,iSpy (feat. Lil Yachty),514.2328643798828
185,I'm the One,Bounce Back,513.5011825561523
186,One Dance,Don't Let Me Down,511.8472595214844
187,Wild Thoughts,Unforgettable,511.655387878418
188,Young Dumb & Broke,Location,511.34638595581055
189,You Was Right,iSpy (feat. Lil Yachty),510.494493484497
190,No Role Modelz,Mask Off,508.3104515075684
191,Starving,Closer,508.1958017349243
192,XO TOUR Llif3,X (feat. Future),508.1442518234253
193,goosebumps,Passionfruit,507.916651725769
194,Slippery (feat. Gucci Mane),X (feat. Future),507.8716993331909
195,No Role Modelz,Back To Back,506.4362182617188
196,No Problem (feat. Lil Wayne & 2 Chainz),Bad and Boujee (feat. Lil Uzi Vert),505.7030448913574
197,Slippery (feat. Gucci Mane),Swang,505.3321304321289
198,You Was Right,Broccoli (feat. Lil Yachty),505.081787109375
199,Low Life,Bad and Boujee (feat. Lil Uzi Vert),504.7653579711914
200,Portland,Congratulations,504.5937280654907
201,Congratulations,Drowning (feat. Kodak Black),503.84714126586914
202,Redbone,Location,503.8405952453613
203,Go Flex,Congratulations,503.4084167480469
204,No Problem (feat. Lil Wayne & 2 Chainz),Bounce Back,502.4885025024414
205,Pop Style,Panda,502.26416015625
206,Don't Stop Believin',Bohemian Rhapsody - Remastered 2011,502.24452209472656
207,My Way (feat. Monty),679 (feat. Remy Boyz),501.68811416625977
208,You Was Right,Money Longer,501.42795181274414
209,XO TOUR Llif3,Broccoli (feat. Lil Yachty),501.3358459472656
210,You Was Right,Bounce Back,501.2225589752197
211,DNA.,rockstar,500.9549589157105
212,Gold Digger,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,500.07801246643066
213,No Role Modelz,Antidote,499.9570083618164
214,Don't Let Me Down,Middle,499.6790199279785
215,T-Shirt,Bank Account,499.4342403411865
216,Hotline Bling,679 (feat. Remy Boyz),499.33177757263184
217,Shape of You,Closer,498.67897033691406
218,Chicken Fried,Toes,498.0615081787109
219,Again,679 (feat. Remy Boyz),496.98692989349365
220,Bounce Back,Money Longer,496.2125854492188
221,Black Beatles,Chill Bill,495.9098510742188
222,White Iverson,iSpy (feat. Lil Yachty),495.5024604797363
223,Trap Queen,I Don't Fuck With You,495.2881603240967
224,Magnolia,T-Shirt,495.0014877319336
225,XO TOUR Llif3,Money Longer,494.6177368164063
226,DNA.,Location,494.041748046875
227,Moves,T-Shirt,493.99331855773926
228,Tunnel Vision,Bank Account,492.6905174255371
229,Moves,Bounce Back,491.3296823501587
230,goosebumps,Slippery (feat. Gucci Mane),491.0378170013428
231,Mask Off,T-Shirt,490.6377286911011
232,Broccoli (feat. Lil Yachty),Uber Everywhere,490.5032806396485
233,Rolex,iSpy (feat. Lil Yachty),490.3312339782715
234,Caroline,pick up the phone,490.2087860107422
235,White Iverson,Bad and Boujee (feat. Lil Uzi Vert),489.61510848999023
236,iSpy (feat. Lil Yachty),Location,489.0662384033203
237,T-Shirt,Tunnel Vision,487.6443786621094
238,Caroline,Bank Account,486.3333320617676
239,I'm the One,Young Dumb & Broke,486.0679178237915
240,I'm the One,Tunnel Vision,485.23273754119873
241,Mask Off,DNA.,485.1679401397705
242,Famous,Broccoli (feat. Lil Yachty),485.0479316711426
243,Magnolia,Mask Off,484.9755439758301
244,Sweet Child O' Mine,Paradise City,484.79088306427
245,Mask Off,Broccoli (feat. Lil Yachty),483.65540313720703
246,Chill Bill,iSpy (feat. Lil Yachty),483.509651184082
247,XO TOUR Llif3,Passionfruit,483.2166481018066
248,Fake Love,pick up the phone,482.7038354873657
249,XO TOUR Llif3,No Problem (feat. Lil Wayne & 2 Chainz),481.6091060638428
250,24K Magic,That's What I Like,481.56056785583496
251,Black Beatles,X (feat. Future),480.0828495025635
252,Knee Deep (feat. Jimmy Buffett),Toes,479.9329414367676
253,Broccoli (feat. Lil Yachty),X (feat. Future),479.4606399536133
254,Congratulations,Bank Account,479.33348083496094
255,HUMBLE.,goosebumps,478.97253036499023
256,Broccoli (feat. Lil Yachty),Closer,478.6499786376953
257,XO TOUR Llif3,Location,478.6401672363281
258,Butterfly Effect,goosebumps,478.3769092559815
259,Congratulations,Location,478.3199424743652
260,No Problem (feat. Lil Wayne & 2 Chainz),Fake Love,478.3066596984863
261,Starboy,Low Life,476.19998931884766
262,You Was Right,No Problem (feat. Lil Wayne & 2 Chainz),476.1504211425781
263,I'm the One,Mask Off,475.5106658935547
264,Broccoli (feat. Lil Yachty),Really Really,475.0694580078125
265,Portland,Drowning (feat. Kodak Black),474.0225343704224
266,XO TOUR Llif3,I'm the One,473.9359378814697
267,No Type,I Don't Fuck With You,473.4936809539795
268,Closer,Sorry,472.0633029937744
269,HUMBLE.,Chill Bill,471.4664611816406
270,I'm the One,goosebumps,470.9891014099121
271,Gold Digger,Yeah!,470.95507621765137
272,Despacito - Remix,Stay (with Alessia Cara),470.6025667190552
273,Black Beatles,Congratulations,470.2755432128906
274,No Role Modelz,Bounce Back,469.8587036132813
275,Jumpman,Low Life,469.4608421325684
276,Butterfly Effect,Mask Off,468.7644624710083
277,One Dance,Needed Me,468.4140338897705
278,Caroline,Tunnel Vision,467.8179168701172
279,Broccoli (feat. Lil Yachty),iSpy (feat. Lil Yachty),467.712266921997
280,No Problem (feat. Lil Wayne & 2 Chainz),T-Shirt,467.5903739929199
281,Magnolia,Congratulations,467.44396018981934
282,Bodak Yellow,Rake It Up,467.1626672744751
283,Lose Yourself - Soundtrack Version,'Till I Collapse,466.9501724243164
284,One Night,goosebumps,466.6626501083374
285,Jumpman,"Me, Myself & I",466.3999252319336
286,One Dance,Closer,465.598970413208
287,HUMBLE.,Drowning (feat. Kodak Black),465.5903205871582
288,No Problem (feat. Lil Wayne & 2 Chainz),Mask Off,464.62440490722656
289,Despacito - Remix,It Ain't Me (with Selena Gomez),464.54833984375
290,No Role Modelz,m.A.A.d city,464.4930086135864
291,rockstar,Slippery (feat. Gucci Mane),464.3476867675781
292,No Role Modelz,White Iverson,464.2295837402344
293,Broccoli (feat. Lil Yachty),I Don't Fuck With You,464.0419464111328
294,Starboy,Black Beatles,463.9040756225586
295,Closer,Gold,463.807222366333
296,Broccoli (feat. Lil Yachty),Low Life,463.3003234863281
297,Broccoli (feat. Lil Yachty),Starboy,462.120979309082
298,Break Up In A Small Town,Die A Happy Man,461.7585430145264
299,Congratulations,Unforgettable,461.6929054260254
300,2 Phones,Really Really,461.4233093261719
301,Money Longer,X (feat. Future),461.420976638794
302,No Problem (feat. Lil Wayne & 2 Chainz),goosebumps,460.2063179016113
303,Something Just Like This,It Ain't Me (with Selena Gomez),460.1088485717773
304,Mask Off,Portland,460.0618190765381
305,Livin' On A Prayer,Don't Stop Believin',459.4364929199219
306,I'm the One,Closer,457.91981506347656
307,Bodak Yellow,Congratulations,456.954686164856
308,Where Are Ü Now (with Justin Bieber),Sorry,456.3784694671631
309,Starboy,Closer,456.26902770996094
310,Closer,Ride,455.9446334838867
311,House Party,Break Up In A Small Town,455.78228759765625
312,One Dance,Jumpman,455.2932243347168
313,No Problem (feat. Lil Wayne & 2 Chainz),X (feat. Future),454.0147590637207
314,XO TOUR Llif3,Young Dumb & Broke,453.93402099609375
315,goosebumps,Unforgettable,453.2431106567383
316,Magnolia,iSpy (feat. Lil Yachty),453.2245445251465
317,Trap Queen,My Way (feat. Monty),452.603759765625
318,iSpy (feat. Lil Yachty),T-Shirt,452.5997257232666
319,goosebumps,Chill Bill,452.1728591918945
320,Broccoli (feat. Lil Yachty),Gold Digger,451.5488586425781
321,One Dance,Black Beatles,450.2545509338379
322,HUMBLE.,Passionfruit,449.3480529785156
323,Heathens,Closer,449.0380439758301
324,Portland,Gyalchester,448.8945474624634
325,XO TOUR Llif3,No Role Modelz,448.8340187072754
326,XO TOUR Llif3,Portland,448.8280029296875
327,Mask Off,Moves,448.2490282058716
328,Fake Love,Tunnel Vision,448.1921491622925
329,Bounce Back,X (feat. Future),447.9908647537232
330,HUMBLE.,No Problem (feat. Lil Wayne & 2 Chainz),447.8531646728516
331,Broccoli (feat. Lil Yachty),V. 3005,447.7983951568604
332,White Iverson,Congratulations,447.3367042541504
333,One Dance,White Iverson,445.9902877807617
334,2 Phones,Antidote,445.9716730117798
335,Mask Off,Drowning (feat. Kodak Black),445.8699131011963
336,Fake Love,White Iverson,445.2791213989258
337,Caroline,X (feat. Future),445.1046333312988
338,DNA.,Bank Account,444.5693664550781
339,goosebumps,beibs in the trap,444.3273162841797
340,Magnolia,Butterfly Effect,444.2710113525391
341,Bad and Boujee (feat. Lil Uzi Vert),Come Get Her,444.1257591247559
342,Wild Thoughts,I'm the One,443.7553491592407
343,Free Bird,Sweet Home Alabama,443.18180751800537
344,Chicken Fried,Wagon Wheel,443.0506134033203
345,Too Good,This Is What You Came For,442.54339599609375
346,Tunnel Vision,Swang,441.4329204559326
347,Pop Style,Controlla,441.1568298339844
348,One Night,Congratulations,441.1365470886231
349,No Problem (feat. Lil Wayne & 2 Chainz),Congratulations,441.03384590148926
350,iSpy (feat. Lil Yachty),Drowning (feat. Kodak Black),440.75390625
351,Slippery (feat. Gucci Mane),Get Right Witcha,440.5188903808594
352,Slippery (feat. Gucci Mane),iSpy (feat. Lil Yachty),440.3796615600586
353,XO TOUR Llif3,Swang,440.2861518859863
354,Hotline Bling,Work,440.14468002319336
355,Chicken Fried,Knee Deep (feat. Jimmy Buffett),439.9680595397949
356,Butterfly Effect,Drowning (feat. Kodak Black),439.7618579864502
357,XO TOUR Llif3,Chill Bill,439.4018745422363
358,Mask Off,Bank Account,439.3262042999268
359,"Flex (Ooh, Ooh, Ooh)",679 (feat. Remy Boyz),439.03070068359375
360,One Dance,No Problem (feat. Lil Wayne & 2 Chainz),438.7093353271485
361,XO TOUR Llif3,The Way Life Goes (feat. Oh Wonder),437.97017097473145
362,XO TOUR Llif3,Gyalchester,437.9446840286255
363,Broccoli (feat. Lil Yachty),T-Shirt,437.84967041015625
364,Bad and Boujee (feat. Lil Uzi Vert),Money Longer,436.9636192321777
365,Slide,Passionfruit,436.4290590286255
366,DNA.,Drowning (feat. Kodak Black),436.1514587402344
367,Cake By The Ocean,My House,435.8118114471436
368,Hotline Bling,Antidote,435.7029247283936
369,"Me, Myself & I",Stressed Out,435.55218505859375
370,Fake Love,Swang,435.4651556015015
371,I'm the One,Stay (with Alessia Cara),435.4342918395996
372,One Dance,Pop Style,435.23121643066406
373,One Night,Broccoli (feat. Lil Yachty),434.4672203063965
374,Paris,Closer,434.3940448760986
375,XO TOUR Llif3,Bodak Yellow,433.6091995239258
376,Mask Off,Black Beatles,433.5014343261719
377,What Do You Mean?,Love Yourself,433.2955627441406
378,Bad and Boujee (feat. Lil Uzi Vert),pick up the phone,433.02598571777344
379,Broccoli (feat. Lil Yachty),679 (feat. Remy Boyz),432.9355792999268
380,Work from Home,Closer,432.8319511413574
381,Panda,Antidote,432.77935791015625
382,Tunnel Vision,X (feat. Future),432.27566719055176
383,Bodak Yellow,Mask Off,432.26116943359375
384,Play It Again,Die A Happy Man,432.1234931945801
385,XO TOUR Llif3,Look At Me!,431.90136337280273
386,LOYALTY. FEAT. RIHANNA.,DNA.,431.4303588867188
387,No Role Modelz,Low Life,431.3730316162109
388,Don't Let Me Down,I Took A Pill In Ibiza - Seeb Remix,431.349214553833
389,Caroline,Money Longer,430.8384532928467
390,Rolex,Congratulations,430.8320770263672
391,Say You Won't Let Go,Location,430.7079162597656
392,White Iverson,Panda,430.5562496185303
393,House Party,Die A Happy Man,430.5387592315674
394,HUMBLE.,Wild Thoughts,430.10287284851074
395,goosebumps,Low Life,429.9543800354004
396,Paris,Shape of You,429.9247627258301
397,I'm the One,1-800-273-8255,429.4819259643554
398,No Role Modelz,Black Beatles,429.4705352783203
399,Jumpman,Work,429.2017307281494
400,You Was Right,Congratulations,429.1309700012207
401,Closer,Don't Wanna Know (feat. Kendrick Lamar),429.0516662597656
402,Despacito - Remix,Shape of You,428.8075923919678
403,Fake Love,Controlla,428.6574668884277
404,No Problem (feat. Lil Wayne & 2 Chainz),I'm the One,428.531831741333
405,Congratulations,1-800-273-8255,428.24940299987793
406,Don't Let Me Down,This Is What You Came For,428.1397590637207
407,goosebumps,White Iverson,427.7431182861328
408,Broccoli (feat. Lil Yachty),Congratulations,427.7316055297852
409,One Dance,Gold,427.5531005859375
410,Portland,Slippery (feat. Gucci Mane),427.0205497741699
411,Antidote,Low Life,426.9484806060791
412,Gold Digger,It Wasn't Me,425.9686012268066
413,Butterfly Effect,Tunnel Vision,425.5104732513428
414,Chill Bill,X (feat. Future),424.8470458984375
415,Broccoli (feat. Lil Yachty),Jordan Belfort,424.4946298599243
416,I'm the One,Location,424.34699630737305
417,HUMBLE.,Portland,423.8911285400391
418,Only,I Don't Fuck With You,423.25573348999023
419,Body Like A Back Road,Hurricane,423.0553817749024
420,Fake Love,T-Shirt,422.99390602111816
421,Trap Queen,Hotline Bling,421.94089221954346
422,Closer,This Is What You Came For,421.6654815673828
423,I'm the One,Broccoli (feat. Lil Yachty),421.6299819946289
424,HUMBLE.,LOYALTY. FEAT. RIHANNA.,421.4900493621826
425,Panda,Chill Bill,421.3357601165772
426,Never Be Like You,Gold,421.1363830566406
427,Work from Home,Don't Let Me Down,420.15999031066895
428,Bank Account,Drowning (feat. Kodak Black),419.6249198913574
429,Unforgettable,Tunnel Vision,419.60949897766113
430,I'm the One,DNA.,419.3024158477783
431,You Was Right,Fake Love,419.2711639404297
432,Ni**as In Paris,F**kin' Problems,418.96559715271
433,HUMBLE.,rockstar,418.8391456604004
434,HUMBLE.,Rake It Up,418.7441682815552
435,Roses,I Took A Pill In Ibiza - Seeb Remix,418.6990432739258
436,Shape of You,Starboy,418.6594009399414
437,Magnolia,DNA.,418.5924072265625
438,Slide,Location,418.3506317138672
439,One Dance,2 Phones,417.84731674194336
440,Stay (with Alessia Cara),Something Just Like This,417.8328666687012
441,I'm the One,Drowning (feat. Kodak Black),417.19414138793945
442,H.O.L.Y.,May We All,416.67773723602295
443,This Is What You Came For,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",416.60954761505127
444,Panda,Trap Queen,415.7834053039551
445,rockstar,Bad and Boujee (feat. Lil Uzi Vert),415.7725067138672
446,Unforgettable,Slippery (feat. Gucci Mane),415.4603672027588
447,Both (feat. Drake),T-Shirt,415.2759552001953
448,"Flex (Ooh, Ooh, Ooh)",Trap Queen,415.2598571777344
449,rockstar,Unforgettable,415.21329498291016
450,HUMBLE.,One Dance,415.0899658203125
451,One Dance,Middle,414.9916591644287
452,Don't Let Me Down,Light It Up (feat. Nyla & Fuse ODG) - Remix,414.8820495605469
453,I'm the One,rockstar,414.8752689361572
454,1-800-273-8255,T-Shirt,414.55475330352783
455,Broccoli (feat. Lil Yachty),Too Good,414.4382514953613
456,goosebumps,Starboy,414.357421875
457,Bodak Yellow,goosebumps,414.3395233154297
458,T-Shirt,Money Longer,413.9830627441406
459,XO TOUR Llif3,pick up the phone,413.5729923248291
460,Stay With Me,Thinking Out Loud,413.549882888794
461,Ain't No Mountain High Enough,I Want You Back,413.5174512863159
462,Say It,Never Be Like You,413.2859497070313
463,Sweet Child O' Mine,Sweet Home Alabama,413.2675695419312
464,Caroline,Low Life,412.89820861816406
465,Jumpman,Caroline,412.7907428741455
466,Pop Style,Low Life,412.4678678512573
467,Butterfly Effect,rockstar,412.4595336914063
468,Bad and Boujee (feat. Lil Uzi Vert),Bank Account,412.213945388794
469,Jumpman,Back To Back,411.7799949645996
470,HUMBLE.,X (feat. Future),411.67252922058105
471,Don't Let Me Down,Closer,411.2956237792969
472,Black Beatles,Money Longer,411.0379180908203
473,Money Longer,pick up the phone,410.6841678619385
474,HUMBLE.,Rolex,410.1503372192383
475,One Dance,oui,409.8846912384033
476,1-800-273-8255,Young Dumb & Broke,409.66100883483887
477,Don't Let Me Down,Never Be Like You,409.6344413757324
478,Broccoli (feat. Lil Yachty),Antidote,409.5218544006348
479,X (feat. Future),pick up the phone,409.13000869750977
480,XO TOUR Llif3,Erase Your Social,408.5456790924072
481,HUMBLE.,No Role Modelz,408.3019409179688
482,Swang,Drowning (feat. Kodak Black),407.84156227111816
483,This Could Be Us,Come Get Her,406.7783336639404
484,Panda,679 (feat. Remy Boyz),406.3712005615234
485,Play It Again,Cruise,406.2290353775024
486,I'm the One,Strip That Down,406.0546875
487,Low Life,X (feat. Future),405.841534614563
488,Caroline,Swang,405.833625793457
489,Jumpman,I Don't Fuck With You,405.35540771484375
490,Congratulations,Chill Bill,405.3304290771485
491,Portland,Swang,405.0703125
492,Broccoli (feat. Lil Yachty),For Free,404.7552719116211
493,rockstar,Drowning (feat. Kodak Black),404.5747661590576
494,OOOUUU,Bad and Boujee (feat. Lil Uzi Vert),404.3987331390381
495,No Role Modelz,Congratulations,404.21227264404297
496,2 Phones,Panda,404.0078039169312
497,Believer,Despacito - Remix,403.77256870269775
498,Jumpman,Bad and Boujee (feat. Lil Uzi Vert),403.7071838378906
499,Bodak Yellow,Slippery (feat. Gucci Mane),403.37362003326416
500,Slide,It Ain't Me (with Selena Gomez),403.1855392456055
501,No Role Modelz,Caroline,402.9201126098633
502,Congratulations,X (feat. Future),402.8860931396485
503,Wagon Wheel,Barefoot Blue Jean Night,402.8246040344238
504,DNA.,Bad and Boujee (feat. Lil Uzi Vert),402.7005252838135
505,Ignition - Remix,It Wasn't Me,402.5527629852295
506,Mask Off,Low Life,401.9278049468994
