,key1,key2,similarity
101,Fake Love,Bounce Back,569.6074728965759
102,White Iverson,Congratulations,569.337610244751
103,Tunnel Vision,Bad and Boujee (feat. Lil Uzi Vert),566.4576530456543
104,T-Shirt,Swang,565.9243025779724
105,One Dance,Work,565.2094583511353
106,One Dance,Closer,563.6197843551636
107,You Was Right,Bounce Back,561.9768261909485
108,HUMBLE.,Drowning (feat. Kodak Black),561.0960273742676
109,Congratulations,Slippery (feat. Gucci Mane),560.2153415679932
110,Cold Water (feat. Justin Bieber & MØ),Let Me Love You,559.4330377578735
111,goosebumps,T-Shirt,559.1294298171997
112,Chill Bill,Caroline,558.302490234375
113,goosebumps,DNA.,557.885151386261
114,No Problem (feat. Lil Wayne & 2 Chainz),Bad and Boujee (feat. Lil Uzi Vert),557.5700101852417
115,No Role Modelz,Jumpman,556.0578384399414
116,Bad and Boujee (feat. Lil Uzi Vert),Swang,555.6644368171692
117,No Problem (feat. Lil Wayne & 2 Chainz),Bounce Back,554.0257711410522
118,HUMBLE.,Fake Love,551.1893157958984
119,One Dance,Jumpman,549.2425956726074
120,The Hills,Can't Feel My Face,549.0855264663696
121,HUMBLE.,Portland,548.8846182823181
122,goosebumps,Bad and Boujee (feat. Lil Uzi Vert),548.4063405990601
123,Starboy,Black Beatles,546.7441205978394
124,Mask Off,Drowning (feat. Kodak Black),544.9521160125732
125,Jumpman,Back To Back,544.4646410942078
126,No Role Modelz,No Problem (feat. Lil Wayne & 2 Chainz),543.4145355224609
127,goosebumps,iSpy (feat. Lil Yachty),542.24200963974
128,You Was Right,Caroline,541.8282508850098
129,Tunnel Vision,Bounce Back,541.208553314209
130,Slippery (feat. Gucci Mane),Bad and Boujee (feat. Lil Uzi Vert),541.1446833610535
131,Black Beatles,Bounce Back,540.9567975997925
132,Chill Bill,Bad and Boujee (feat. Lil Uzi Vert),540.3292155265808
133,You Was Right,Bad and Boujee (feat. Lil Uzi Vert),540.0957050323486
134,Jumpman,Hotline Bling,539.6611833572388
135,Slippery (feat. Gucci Mane),T-Shirt,536.4694671630859
136,One Dance,Hotline Bling,535.7531995773315
137,Congratulations,Unforgettable,535.5637979507446
138,Don't Let Me Down,This Is What You Came For,535.1746988296509
139,Exchange,Don't,534.3016147613525
140,No Heart,X (feat. Future),533.8629307746887
141,Butterfly Effect,Slippery (feat. Gucci Mane),531.29833984375
142,XO TOUR Llif3,I'm the One,530.8082370758057
143,Mask Off,Bank Account,530.2212810516357
144,Congratulations,Location,529.0508570671082
145,XO TOUR Llif3,Portland,528.3079438209534
146,Tunnel Vision,Swang,527.9883756637573
147,You Was Right,Broccoli (feat. Lil Yachty),527.5298366546631
148,Congratulations,Drowning (feat. Kodak Black),526.2403326034546
149,goosebumps,Bounce Back,526.1299724578857
150,Mask Off,Broccoli (feat. Lil Yachty),525.7123947143555
151,HUMBLE.,rockstar,525.2110047340393
152,Broccoli (feat. Lil Yachty),Low Life,525.0737404823303
153,XO TOUR Llif3,T-Shirt,524.9789886474609
154,XO TOUR Llif3,Swang,524.1501808166504
155,Congratulations,rockstar,523.7607593536377
156,XO TOUR Llif3,Broccoli (feat. Lil Yachty),523.1330337524414
157,Jumpman,Big Rings,522.6167440414429
158,Fake Love,T-Shirt,522.2146987915039
159,Black Beatles,Chill Bill,521.738489151001
160,No Problem (feat. Lil Wayne & 2 Chainz),Fake Love,521.2316298484802
161,Slippery (feat. Gucci Mane),iSpy (feat. Lil Yachty),519.4222087860107
162,You Was Right,X (feat. Future),519.353022813797
163,T-Shirt,Tunnel Vision,519.2509770393372
164,No Role Modelz,iSpy (feat. Lil Yachty),518.4296865463257
165,HUMBLE.,LOYALTY. FEAT. RIHANNA.,518.384313583374
166,One Dance,Cold Water (feat. Justin Bieber & MØ),517.1022863388062
167,DNA.,Congratulations,516.7462520599365
168,HUMBLE.,1-800-273-8255,516.1730575561523
169,iSpy (feat. Lil Yachty),T-Shirt,514.063871383667
170,No Problem (feat. Lil Wayne & 2 Chainz),Black Beatles,512.2911386489868
171,XO TOUR Llif3,Location,511.8790555000305
172,Mask Off,Fake Love,511.6375803947449
173,Mask Off,Swang,510.7218589782715
174,No Problem (feat. Lil Wayne & 2 Chainz),All Night (feat. Knox Fortune),510.49061584472656
175,One Dance,This Is What You Came For,510.1758556365967
176,Mask Off,X (feat. Future),510.0307698249817
177,Broccoli (feat. Lil Yachty),Tunnel Vision,509.926233291626
178,Fake Love,Black Beatles,509.2023315429688
179,Jumpman,Broccoli (feat. Lil Yachty),508.1743927001953
180,goosebumps,Drowning (feat. Kodak Black),505.4212031364441
181,You Was Right,iSpy (feat. Lil Yachty),505.33801460266113
182,T-Shirt,Bounce Back,504.7270965576172
183,Bounce Back,X (feat. Future),504.6334190368652
184,Roses,Closer,504.41620445251465
185,Magnolia,Mask Off,503.9941759109497
186,Slippery (feat. Gucci Mane),Tunnel Vision,501.85192108154297
187,Jumpman,White Iverson,501.2696146965027
188,goosebumps,Fake Love,500.81043434143066
189,No Role Modelz,G.O.M.D.,499.8120803833008
190,No Problem (feat. Lil Wayne & 2 Chainz),Chill Bill,498.2937955856323
191,No Problem (feat. Lil Wayne & 2 Chainz),Congratulations,497.0381212234497
192,One Night,Broccoli (feat. Lil Yachty),496.5339660644531
193,One Dance,"Me, Myself & I",496.42989110946655
194,I'm the One,Congratulations,496.0081329345703
195,goosebumps,Swang,495.8483076095581
196,Rolex,iSpy (feat. Lil Yachty),495.1384029388428
197,goosebumps,Tunnel Vision,494.8752136230469
198,HUMBLE.,Despacito - Remix,494.7507333755493
199,Chicken Fried,Knee Deep (feat. Jimmy Buffett),494.537752866745
200,Magnolia,Congratulations,494.30855560302734
201,Magnolia,Bank Account,493.5431480407715
202,Redbone,Congratulations,493.1953182220459
203,Broccoli (feat. Lil Yachty),Money Longer,492.74108505249023
204,The Hills,679 (feat. Remy Boyz),492.3761296272278
205,Congratulations,Swang,491.419192314148
206,Redbone,Location,491.4000616073608
207,Congratulations,Chill Bill,491.30958557128906
208,goosebumps,Caroline,489.846757888794
209,One Dance,No Role Modelz,488.846866607666
210,Mask Off,Portland,487.1242618560791
211,Despacito - Remix,Stay (with Alessia Cara),485.7832946777344
212,H.O.L.Y.,Die A Happy Man,485.153772354126
213,You Was Right,Congratulations,484.1477470397949
214,XO TOUR Llif3,1-800-273-8255,483.9145112037658
215,Tunnel Vision,Drowning (feat. Kodak Black),483.36144161224365
216,White Iverson,Antidote,483.1561450958252
217,No Role Modelz,White Iverson,482.79876708984375
218,Starboy,Closer,482.7194061279297
219,iSpy (feat. Lil Yachty),Swang,482.01085567474365
220,HUMBLE.,pick up the phone,480.73213720321655
221,I'm the One,Unforgettable,480.5927963256836
222,Stay (with Alessia Cara),It Ain't Me (with Selena Gomez),479.3149251937866
223,No Problem (feat. Lil Wayne & 2 Chainz),pick up the phone,476.7232847213745
224,One Dance,Fake Love,475.99589681625366
225,goosebumps,X (feat. Future),475.7528743743897
226,HUMBLE.,Swang,475.2272529602051
227,Closer,This Is What You Came For,474.3736538887024
228,24K Magic,That's What I Like,473.1121368408203
229,No Role Modelz,Bad and Boujee (feat. Lil Uzi Vert),472.8645057678223
230,No Role Modelz,goosebumps,472.39810371398926
231,Magnolia,Slippery (feat. Gucci Mane),470.9850487709045
232,No Problem (feat. Lil Wayne & 2 Chainz),Mask Off,470.8193607330322
233,One Dance,Black Beatles,470.7206997871399
234,Closer,Never Be Like You,470.6800003051758
235,Black Beatles,X (feat. Future),470.66946029663086
236,No Role Modelz,Mask Off,470.6578016281128
237,No Role Modelz,Broccoli (feat. Lil Yachty),470.188410282135
238,DNA.,Slippery (feat. Gucci Mane),469.30274963378906
239,One Dance,Don't Let Me Down,469.19332122802734
240,Needed Me,Too Good,468.88484716415405
241,Ride,Stressed Out,468.84711503982544
242,T-Shirt,X (feat. Future),468.2644681930542
243,Butterfly Effect,Bank Account,467.9095227718353
244,1-800-273-8255,Unforgettable,467.42247581481934
245,Roses,I Took A Pill In Ibiza - Seeb Remix,467.01044368743896
246,iSpy (feat. Lil Yachty),Drowning (feat. Kodak Black),466.9892578125
247,Chill Bill,iSpy (feat. Lil Yachty),466.2414493560791
248,Chicken Fried,Toes,466.13446521759033
249,Fake Love,Starboy,465.852198600769
250,Mask Off,rockstar,463.49210357666016
251,HUMBLE.,Gyalchester,463.2001075744629
252,Bodak Yellow,Bank Account,463.1695175170898
253,One Dance,Pop Style,463.13065338134766
254,HUMBLE.,Butterfly Effect,462.112988948822
255,iSpy (feat. Lil Yachty),Location,461.895902633667
256,No Type,Come Get Her,460.4257297515869
257,Butterfly Effect,Congratulations,460.1596584320069
258,No Role Modelz,Black Beatles,459.2948780059815
259,Black Beatles,iSpy (feat. Lil Yachty),459.1364622116089
260,Bad and Boujee (feat. Lil Uzi Vert),pick up the phone,458.8013420104981
261,goosebumps,pick up the phone,458.61987686157227
262,DNA.,Bounce Back,458.1320958137512
263,Trap Queen,I Don't Fuck With You,458.008378982544
264,Trap Queen,My Way (feat. Monty),456.47216796875
265,XO TOUR Llif3,No Problem (feat. Lil Wayne & 2 Chainz),455.9232983589173
266,Gold Digger,Stronger,455.8557071685791
267,Caroline,X (feat. Future),455.702335357666
268,HUMBLE.,Money Longer,455.158878326416
269,Chicken Fried,Wagon Wheel,454.1268689632416
270,No Role Modelz,Come Get Her,453.58354568481445
271,You Was Right,Black Beatles,453.5107536315918
272,One Dance,No Problem (feat. Lil Wayne & 2 Chainz),453.332989692688
273,Bad and Boujee (feat. Lil Uzi Vert),Money Longer,452.5694489479065
274,Shape of You,That's What I Like,451.901985168457
275,HUMBLE.,Chill Bill,451.82202529907227
276,Slippery (feat. Gucci Mane),Drowning (feat. Kodak Black),451.6562232971192
277,goosebumps,Broccoli (feat. Lil Yachty),451.28497838974
278,Congratulations,Bank Account,450.8017134666443
279,Body Like A Back Road,Die A Happy Man,450.6759781837464
280,Butterfly Effect,goosebumps,450.23707580566406
281,rockstar,Slippery (feat. Gucci Mane),449.8368215560913
282,Play It Again,That's My Kind Of Night,449.486624956131
283,Money Longer,X (feat. Future),449.2783370018005
284,Radioactive,Demons,448.7036859989166
285,iSpy (feat. Lil Yachty),pick up the phone,448.6670036315918
286,I'm the One,Slide,447.3780827522278
287,HUMBLE.,Wild Thoughts,447.3069877624512
288,T-Shirt,Drowning (feat. Kodak Black),446.9969940185547
289,Butterfly Effect,rockstar,446.8311614990234
290,Mask Off,Unforgettable,446.6992025375366
291,Starving,Closer,446.596296787262
292,Bank Account,Bounce Back,446.3520979881287
293,HUMBLE.,No Role Modelz,446.10765743255615
294,Mask Off,Rolex,444.7994327545166
295,Bounce Back,Money Longer,444.52376079559326
296,Don't Let Me Down,Middle,444.1591148376465
297,Jumpman,679 (feat. Remy Boyz),443.9540047645569
298,Caroline,Swang,443.71140480041504
299,DNA.,Bad and Boujee (feat. Lil Uzi Vert),443.5541896820069
300,Don't Let Me Down,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",443.3061933517456
301,XO TOUR Llif3,Bodak Yellow,443.244930267334
302,Again,679 (feat. Remy Boyz),443.050354719162
303,goosebumps,rockstar,442.6888818740845
304,Broccoli (feat. Lil Yachty),Come Get Her,442.5828590393066
305,goosebumps,Unforgettable,442.45158195495605
306,Lose Yourself - Soundtrack Version,'Till I Collapse,441.6118006706238
307,Starboy,Caroline,441.4424471855164
308,Broccoli (feat. Lil Yachty),Antidote,440.5462260246277
309,Magnolia,DNA.,440.3941111564636
310,Bank Account,Drowning (feat. Kodak Black),440.1947689056397
311,Where Are Ü Now (with Justin Bieber),Lean On (feat. MØ & DJ Snake),440.1630368232727
312,Low (feat T-Pain) - Feat T-Pain Album Version,Yeah!,439.6026391983032
313,Gold Digger,Yeah!,439.55808448791504
314,Don't Let Me Down,Cold Water (feat. Justin Bieber & MØ),439.3098840713501
315,Rolex,Bounce Back,438.946765422821
316,No Role Modelz,Antidote,438.8511643409729
317,Shape of You,Closer,438.83750438690186
318,Broccoli (feat. Lil Yachty),Closer,438.7624979019165
319,No Heart,Bad and Boujee (feat. Lil Uzi Vert),438.5989265441895
320,Closer,Needed Me,438.5817446708679
321,T-Shirt,Bank Account,438.1001949310303
322,Slippery (feat. Gucci Mane),Bounce Back,437.924554347992
323,No Problem (feat. Lil Wayne & 2 Chainz),DNA.,437.4535036087036
324,HUMBLE.,Bodak Yellow,436.81903553009033
325,Ignition - Remix,Gold Digger,436.29647731781006
326,Congratulations,Low Life,436.0235366821289
327,Rolex,Congratulations,435.9610438346863
328,Congratulations,Slide,435.7978582382202
329,No Problem (feat. Lil Wayne & 2 Chainz),goosebumps,435.6619696617127
330,Broccoli (feat. Lil Yachty),Really Really,435.4803504943848
331,DNA.,T-Shirt,435.4326009750366
332,Chill Bill,Bounce Back,435.1671695709229
333,T-Shirt,Die A Happy Man,434.3252456188202
334,House Party,Leave The Night On,433.9189624786377
335,Slippery (feat. Gucci Mane),Bank Account,433.8133869171143
336,Fake Love,Controlla,433.5845642089844
337,HUMBLE.,Redbone,433.4810347557068
338,Magnolia,Butterfly Effect,433.164226770401
339,I'm the One,Mask Off,432.8366317749024
340,XO TOUR Llif3,Money Longer,432.79050636291504
341,Mask Off,Moves,432.09591007232666
342,Jumpman,Low Life,431.688117980957
343,Sweet Child O' Mine,Paradise City,428.9664783477783
344,No Role Modelz,Fake Love,428.6118707656861
345,One Dance,2 Phones,428.5613632202149
346,Sweet Child O' Mine,Welcome To The Jungle,428.5321311950684
347,Congratulations,1-800-273-8255,428.2493920326233
348,HUMBLE.,Jumpman,427.8951692581177
349,rockstar,Drowning (feat. Kodak Black),427.0511269569397
350,T-Shirt,Money Longer,426.920033454895
351,IV. sweatpants,V. 3005,426.6216118335724
352,Swang,Bounce Back,425.9306287765503
353,No Problem (feat. Lil Wayne & 2 Chainz),Low Life,425.84321880340576
354,goosebumps,Bank Account,425.145263671875
355,HUMBLE.,Location,425.0013518333435
356,XO TOUR Llif3,Caroline,424.94169187545776
357,Cruise,Get Your Shine On,424.6090121269226
358,Portland,goosebumps,424.4144678115845
359,No Role Modelz,Bounce Back,424.1780066490173
360,XO TOUR Llif3,Rolex,423.4219264984131
361,In Da Club,Gold Digger,423.3571472167969
362,Magnolia,Tunnel Vision,423.2086067199707
363,Another One Bites The Dust - Remastered 2011,Bohemian Rhapsody - Remastered 2011,423.1082499027252
364,Promiscuous,Yeah!,422.76654052734375
365,Broccoli (feat. Lil Yachty),X (feat. Future),422.3819923400879
366,Stay (with Alessia Cara),Something Just Like This,422.0534324645996
367,My Way (feat. Monty),679 (feat. Remy Boyz),421.7088403701782
368,Jumpman,F*ck Up Some Commas,420.9859313964844
369,Black Beatles,Money Longer,420.487051486969
370,Caroline,Money Longer,420.2004542350769
371,One Dance,Work from Home,420.0999708175659
372,DNA.,Tunnel Vision,420.0074462890625
373,No Problem (feat. Lil Wayne & 2 Chainz),iSpy (feat. Lil Yachty),419.9252014160156
374,Sweet Child O' Mine,Don't Stop Believin',419.3620204925537
375,DNA.,iSpy (feat. Lil Yachty),419.35559940338135
376,Portland,Slippery (feat. Gucci Mane),419.11277866363525
377,Closer,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",418.8150415420532
378,I'm the One,Bounce Back,418.4083814620972
379,Cruise,This Is How We Roll,418.407931804657
380,One Dance,Starboy,418.318208694458
381,Rolex,Bad and Boujee (feat. Lil Uzi Vert),418.0045738220215
382,Low Life,Bounce Back,417.963981628418
383,Rolex,Caroline,417.6959609985352
384,Livin' On A Prayer,Don't Stop Believin',417.3214983940125
385,Break Up In A Small Town,Die A Happy Man,416.7089202404022
386,Slippery (feat. Gucci Mane),Swang,416.6773557662964
387,Play It Again,Die A Happy Man,416.1189193725586
388,Make You Miss Me,Die A Happy Man,415.4456741809845
389,Closer,Too Good,415.3899555206299
390,Wild Thoughts,I'm the One,415.125985622406
391,You Was Right,Fake Love,414.4519414901733
392,You Was Right,Mask Off,413.8315176963806
393,XO TOUR Llif3,You Was Right,413.8197031021118
394,Knee Deep (feat. Jimmy Buffett),Toes,413.73528242111206
395,Jumpman,Energy,413.55871868133545
396,I'm the One,iSpy (feat. Lil Yachty),413.23480224609375
397,Panda,Work,413.01485538482666
398,Portland,Congratulations,412.84940099716187
399,No Type,Broccoli (feat. Lil Yachty),412.6905379295349
400,Broccoli (feat. Lil Yachty),I Don't Fuck With You,412.4817199707031
401,Fake Love,Tunnel Vision,412.1306991577149
402,HUMBLE.,V. 3005,411.9023923873901
403,Chill Bill,X (feat. Future),411.5705609321594
404,I'm the One,Location,411.4880065917969
405,Despacito - Remix,That's What I Like,410.9982132911682
406,House Party,Break Up In A Small Town,410.8946380615234
407,HUMBLE.,Black Beatles,410.8894329071045
408,XO TOUR Llif3,Gyalchester,410.3265342712402
409,Jumpman,Bad and Boujee (feat. Lil Uzi Vert),410.1152648925781
410,XO TOUR Llif3,No Role Modelz,409.8050036430359
411,Bodak Yellow,rockstar,409.09636402130127
412,Roses,Sorry,408.6060047149658
413,House Party,Play It Again,408.4894287586212
414,I'm the One,Bad and Boujee (feat. Lil Uzi Vert),408.3249206542969
415,No Problem (feat. Lil Wayne & 2 Chainz),All We Got (feat. Kanye West & Chicago Children's Choir),407.63989305496216
416,Black Beatles,Low Life,407.5056838989258
417,Moves,Bounce Back,407.3417024612427
418,Panda,Antidote,407.01869440078735
419,"Flex (Ooh, Ooh, Ooh)",679 (feat. Remy Boyz),406.5099239349365
420,Caroline,T-Shirt,406.47532653808594
421,Congratulations,pick up the phone,406.3384666442871
422,Bodak Yellow,Rake It Up,406.095641374588
423,T-Shirt,pick up the phone,405.9790539741516
424,One Dance,My House,405.9411706924439
425,XO TOUR Llif3,Young Dumb & Broke,405.29823303222656
426,Magnolia,goosebumps,405.01272106170654
427,HUMBLE.,Slide,404.92067670822144
428,HUMBLE.,White Iverson,404.69858169555664
429,Don't Let Me Down,Never Be Like You,404.3827300071716
430,No Role Modelz,Congratulations,404.21225452423096
431,House Party,Take Your Time,404.133882522583
432,Closer,I Took A Pill In Ibiza - Seeb Remix,403.8473253250122
433,Go Flex,Congratulations,403.77551317214966
434,Black Beatles,Swang,403.7376251220703
435,Play It Again,This Is How We Roll,403.6816656589508
436,Under The Bridge,Californication,402.953125
437,One Dance,Famous,402.84255266189575
438,Jumpman,Trap Queen,402.4200596809387
439,Broccoli (feat. Lil Yachty),Too Good,401.8795166015625
440,You Was Right,No Problem (feat. Lil Wayne & 2 Chainz),401.7519307136536
441,Unforgettable,Slippery (feat. Gucci Mane),401.13413429260254
442,Slide,Location,400.9193773269653
443,Don't Let Me Down,Let Me Love You,400.478310585022
444,No Problem (feat. Lil Wayne & 2 Chainz),Money Longer,400.0379285812378
445,Mask Off,Gyalchester,399.6620178222656
446,Photograph,Thinking Out Loud,398.8882417678833
447,I'm the One,That's What I Like,398.57404804229736
448,Shape of You,Castle on the Hill,398.5360908508301
449,Congratulations,Passionfruit,398.0212287902832
450,Heathens,Ride,397.9237003326416
451,XO TOUR Llif3,White Iverson,397.8988037109375
452,One Dance,Gold,397.861891746521
453,Broccoli (feat. Lil Yachty),Needed Me,397.79717445373535
454,Jumpman,Where Ya At,397.7934222221375
455,Butterfly Effect,Mask Off,397.7395305633545
456,That's What I Like,iSpy (feat. Lil Yachty),397.3593802452088
457,XO TOUR Llif3,Passionfruit,397.311466217041
458,Break Up In A Small Town,Leave The Night On,397.27888345718384
459,What Do You Mean?,Love Yourself,397.1875834465027
460,Fake Love,X (feat. Future),397.0226383209229
461,No Heart,Bounce Back,396.9762763977051
462,One Dance,White Iverson,396.43582916259766
463,Jumpman,Black Beatles,395.7596549987793
464,Something Just Like This,It Ain't Me (with Selena Gomez),395.53218364715576
465,Congratulations,Antidote,395.3871703147888
466,Broccoli (feat. Lil Yachty),679 (feat. Remy Boyz),395.28901720047
467,DNA.,Drowning (feat. Kodak Black),395.2622594833374
468,iSpy (feat. Lil Yachty),Passionfruit,394.9939613342285
469,Fake Love,pick up the phone,394.9395017623901
470,goosebumps,Antidote,394.5489292144776
471,Unforgettable,Passionfruit,394.4160389900208
472,I'm the One,Stay (with Alessia Cara),393.96435928344727
473,Again,Trap Queen,393.5537567138672
474,One Dance,I Took A Pill In Ibiza - Seeb Remix,393.4323225021362
475,Broccoli (feat. Lil Yachty),Slippery (feat. Gucci Mane),393.2565307617188
476,Congratulations,Money Longer,393.18273067474365
477,Fake Love,Chill Bill,392.7069396972656
478,Piano Man,Bohemian Rhapsody - Remastered 2011,392.6822700500488
479,Despacito - Remix,It Ain't Me (with Selena Gomez),391.9626488685608
480,rockstar,Tunnel Vision,391.9607591629028
481,Black Beatles,Congratulations,391.8962860107422
482,Magnolia,T-Shirt,391.8761777877808
483,Hotline Bling,679 (feat. Remy Boyz),391.6327667236328
484,I Took A Pill In Ibiza - Seeb Remix,This Is What You Came For,391.2687683105469
485,I Feel It Coming,Starboy,391.25585746765137
486,Mask Off,Both (feat. Drake),390.9093441963196
487,Broccoli (feat. Lil Yachty),Swang,390.52820777893066
488,That's What I Like,Stay (with Alessia Cara),390.435170173645
489,Broccoli (feat. Lil Yachty),Controlla,390.160680770874
490,HUMBLE.,Rake It Up,389.86526012420654
491,Panda,Low Life,389.8244533538818
492,One Night,Bad and Boujee (feat. Lil Uzi Vert),389.7638130187988
493,Butterfly Effect,Drowning (feat. Kodak Black),389.61357593536377
494,HUMBLE.,LOVE. FEAT. ZACARI.,389.4687271118164
495,Don't Let Me Down,Never Forget You,389.40871953964233
496,In the Name of Love,Cold Water (feat. Justin Bieber & MØ),389.3464708328247
497,goosebumps,Money Longer,388.94072103500366
498,Congratulations,Young Dumb & Broke,388.8260021209717
499,goosebumps,beibs in the trap,388.78639340400696
500,Despacito - Remix,Shape of You,388.7855396270752
501,Broccoli (feat. Lil Yachty),Starboy,388.4495096206665
502,XO TOUR Llif3,Look At Me!,387.9114019870758
