,key1,key2,similarity
229,goosebumps,rockstar,467.2827086448669
230,Portland,goosebumps,466.8559145927429
231,You Was Right,Bounce Back,465.7825946807861
232,Mask Off,Unforgettable,465.7656319141388
233,Broccoli (feat. Lil Yachty),pick up the phone,465.5891551971436
234,Mask Off,Caroline,465.2668628692627
235,Broccoli (feat. Lil Yachty),X (feat. Future),465.19097805023193
236,No Role Modelz,Antidote,463.84901547431946
237,Caroline,X (feat. Future),463.6506319046021
238,Gold Digger,Yeah!,463.1058390140533
239,Broccoli (feat. Lil Yachty),Closer,462.6949977874756
240,No Problem (feat. Lil Wayne & 2 Chainz),Chill Bill,462.3059103488922
241,Broccoli (feat. Lil Yachty),Antidote,462.26329350471497
242,Jumpman,White Iverson,462.0135605335236
243,Moves,Bounce Back,461.9338893890381
244,One Dance,Hotline Bling,461.5223345756531
245,You Was Right,Broccoli (feat. Lil Yachty),460.1856021881104
246,I'm the One,Bounce Back,459.6152675151825
247,No Problem (feat. Lil Wayne & 2 Chainz),Black Beatles,459.295503616333
248,XO TOUR Llif3,Location,458.6968159675598
249,Ignition - Remix,Yeah!,457.999849319458
250,House Party,Body Like A Back Road,456.855673789978
251,Butterfly Effect,Slippery (feat. Gucci Mane),456.58451080322266
252,In the Name of Love,Closer,456.2234330177307
253,Black Beatles,iSpy (feat. Lil Yachty),456.0755524635315
254,Play It Again,That's My Kind Of Night,455.9540584087372
255,DNA.,Tunnel Vision,455.8035354614258
256,Magnolia,Butterfly Effect,453.5266476869583
257,Needed Me,Too Good,453.4271049499512
258,HUMBLE.,Black Beatles,452.6747989654541
259,goosebumps,Bank Account,450.15380859375
260,Starboy,Closer,449.6564331054688
261,HUMBLE.,Passionfruit,449.3480644226074
262,Closer,This Is What You Came For,448.0195620059967
263,HUMBLE.,Bodak Yellow,448.0195236206055
264,Black Beatles,Congratulations,447.41492652893066
265,Magnolia,DNA.,446.9346177577973
266,Magnolia,Slippery (feat. Gucci Mane),445.97699308395386
267,Broccoli (feat. Lil Yachty),Come Get Her,445.4945883750916
268,XO TOUR Llif3,Caroline,445.17701053619385
269,Congratulations,Slide,445.1363837718964
270,HUMBLE.,Redbone,444.14040446281433
271,XO TOUR Llif3,Look At Me!,443.8986146450043
272,Broccoli (feat. Lil Yachty),Starboy,442.0287523269653
273,HUMBLE.,Chill Bill,441.9998073577881
274,No Problem (feat. Lil Wayne & 2 Chainz),goosebumps,441.7980537414551
275,Butterfly Effect,Congratulations,441.4322304725647
276,Mask Off,rockstar,441.4210510253906
277,goosebumps,X (feat. Future),441.42019271850586
278,No Problem (feat. Lil Wayne & 2 Chainz),Mask Off,439.8444027900696
279,goosebumps,Unforgettable,439.7537064552307
280,Magnolia,Tunnel Vision,439.48586082458496
281,Don't Let Me Down,Cold Water (feat. Justin Bieber & MØ),439.3098840713501
282,Congratulations,Passionfruit,438.9940023422241
283,Ignition - Remix,It Wasn't Me,438.67926597595215
284,HUMBLE.,No Role Modelz,438.54651069641113
285,Portland,Congratulations,438.3339319229126
286,Starboy,Caroline,438.3336975574493
287,Broccoli (feat. Lil Yachty),Money Longer,438.3103837966919
288,I'm the One,Stay (with Alessia Cara),438.02616262435913
289,Despacito - Remix,Stay (with Alessia Cara),437.71098947525024
290,One Dance,Cold Water (feat. Justin Bieber & MØ),437.3025507926941
291,Again,679 (feat. Remy Boyz),437.2714370489121
292,Knee Deep (feat. Jimmy Buffett),Toes,437.1802817583084
293,I'm the One,Bad and Boujee (feat. Lil Uzi Vert),437.0352666378021
294,Rolex,Bounce Back,436.5868365764618
295,Livin' On A Prayer,Don't Stop Believin',436.4646863937378
296,Mask Off,Black Beatles,436.39145588874817
297,Pop Style,Broccoli (feat. Lil Yachty),435.9584045410156
298,XO TOUR Llif3,Broccoli (feat. Lil Yachty),435.9441947937012
299,Bounce Back,X (feat. Future),435.11759090423584
300,House Party,Break Up In A Small Town,435.0649108886719
301,Radioactive,Demons,434.5712864398956
302,Play It Again,Die A Happy Man,434.1240649223328
303,You Was Right,X (feat. Future),434.11569464206696
304,DNA.,Bank Account,432.9920392036438
305,XO TOUR Llif3,Rolex,432.8313026428223
306,Roses,I Took A Pill In Ibiza - Seeb Remix,432.1188588142395
307,Caroline,T-Shirt,431.8800344467163
308,Santeria,What I Got,431.6080856323242
309,XO TOUR Llif3,You Was Right,431.4827392101288
310,Trap Queen,I Don't Fuck With You,431.3799848556519
311,Broccoli (feat. Lil Yachty),Needed Me,430.9469389915466
312,Caroline,Slippery (feat. Gucci Mane),430.6773805618286
313,XO TOUR Llif3,Fake Love,430.51201343536377
314,Bodak Yellow,Bank Account,430.36167669296265
315,Bad and Boujee (feat. Lil Uzi Vert),Money Longer,429.1606843471527
316,Gold Digger,Stronger,428.8964986801148
317,Starving,Closer,428.6297791004181
318,DNA.,T-Shirt,428.175390958786
319,1-800-273-8255,Unforgettable,428.060583114624
320,Magnolia,Drowning (feat. Kodak Black),428.0309565067291
321,One Dance,No Problem (feat. Lil Wayne & 2 Chainz),427.7416112422943
322,XO TOUR Llif3,Money Longer,427.6382384300232
323,One Night,Caroline,427.3432893753052
324,No Role Modelz,Broccoli (feat. Lil Yachty),426.7864031791687
325,HUMBLE.,X (feat. Future),426.5882346630096
326,HUMBLE.,ELEMENT.,426.492027759552
327,2 Phones,Broccoli (feat. Lil Yachty),426.39322209358215
328,You Was Right,Congratulations,426.3801181316376
329,I'm the One,Passionfruit,425.8080005645752
330,I'm the One,goosebumps,425.70166540145874
331,goosebumps,Caroline,425.39323711395264
332,Bad and Boujee (feat. Lil Uzi Vert),pick up the phone,425.29337882995605
333,XO TOUR Llif3,1-800-273-8255,424.1368362903595
334,Bodak Yellow,rockstar,423.8575730323792
335,No Type,Come Get Her,423.75465393066406
336,Black Beatles,X (feat. Future),423.6025142669678
337,XO TOUR Llif3,X (feat. Future),423.45356941223145
338,Work from Home,Don't Let Me Down,422.5747168064117
339,Break Up In A Small Town,Die A Happy Man,422.3401218652725
340,You Was Right,Caroline,422.0008492469788
341,Magnolia,Congratulations,421.7741479873657
342,Sweet Child O' Mine,Paradise City,421.6211619377136
343,T-Shirt,X (feat. Future),421.00842094421387
344,Stay (with Alessia Cara),It Ain't Me (with Selena Gomez),420.4516887664795
345,One Dance,Work from Home,420.0999708175659
346,iSpy (feat. Lil Yachty),Drowning (feat. Kodak Black),419.765625
347,Congratulations,X (feat. Future),419.6729779243469
348,Bank Account,Drowning (feat. Kodak Black),419.6249198913574
349,HUMBLE.,Despacito - Remix,419.4625782966614
350,I'm the One,DNA.,419.3024396896362
351,Despacito - Remix,That's What I Like,419.2181775569916
352,Crash And Burn,Die A Happy Man,418.6900734901428
353,T-Shirt,Die A Happy Man,418.4352976083756
354,One Dance,Starboy,418.318208694458
355,House Party,Die A Happy Man,418.23768424987793
356,iSpy (feat. Lil Yachty),Location,417.7440884113312
357,Chill Bill,iSpy (feat. Lil Yachty),417.3148775100708
358,Paris,Something Just Like This,417.1843439340592
359,2 Phones,Really Really,416.5627098083496
360,Heathens,Closer,415.7759428024292
361,No Type,Broccoli (feat. Lil Yachty),415.5171854496002
362,Mask Off,Rolex,415.297429561615
363,Famous,Broccoli (feat. Lil Yachty),414.9854159355164
364,I'm the One,Broccoli (feat. Lil Yachty),414.6027874946594
365,Butterfly Effect,Mask Off,414.3120110034943
366,One Dance,Low Life,414.29816913604736
367,1-800-273-8255,Location,414.1661720275879
368,24K Magic,That's What I Like,413.9731197357178
369,Trap Queen,My Way (feat. Monty),413.919677734375
370,Sweet Child O' Mine,Welcome To The Jungle,413.6525433063507
371,Stay (with Alessia Cara),Something Just Like This,413.6123638153076
372,rockstar,Slippery (feat. Gucci Mane),413.5596585273743
373,No Role Modelz,goosebumps,413.3483407497406
374,Photograph,Thinking Out Loud,413.13425040245056
375,One Dance,Black Beatles,412.7333672046661
376,Lose Yourself - Soundtrack Version,'Till I Collapse,412.6536498069763
377,Caroline,Money Longer,412.221964597702
378,Congratulations,pick up the phone,411.9047470092773
379,Something Just Like This,It Ain't Me (with Selena Gomez),411.67635440826416
380,Congratulations,Chill Bill,411.4717779159546
381,Broccoli (feat. Lil Yachty),Uber Everywhere,411.1571481227875
382,Go Flex,Congratulations,409.0193510055542
383,IV. sweatpants,V. 3005,409.00879299640656
384,Fake Love,Chill Bill,408.8455810546875
385,Starboy,Black Beatles,408.6774234771729
386,XO TOUR Llif3,No Problem (feat. Lil Wayne & 2 Chainz),407.76238656044006
387,HUMBLE.,LOYALTY. FEAT. RIHANNA.,406.9559097290039
388,No Problem (feat. Lil Wayne & 2 Chainz),pick up the phone,406.4693269729614
389,Hotline Bling,679 (feat. Remy Boyz),406.318995475769
390,T-Shirt,Drowning (feat. Kodak Black),406.1655378341675
391,One Dance,I Took A Pill In Ibiza - Seeb Remix,406.1236877441406
392,Slippery (feat. Gucci Mane),X (feat. Future),405.8632662296295
393,Shape of You,Closer,405.59223890304565
394,HUMBLE.,Ni**as In Paris,405.2679419517517
395,You Was Right,goosebumps,405.07411766052246
396,Cold Water (feat. Justin Bieber & MØ),This Is What You Came For,405.0728259086609
397,HUMBLE.,Slide,404.92067670822144
398,Broccoli (feat. Lil Yachty),White Iverson,404.4551661014557
399,2 Phones,Panda,404.0078186988831
400,Black Beatles,Money Longer,403.951043844223
401,T-Shirt,pick up the phone,403.84232211112976
402,No Type,I Don't Fuck With You,403.5969662666321
403,Portland,T-Shirt,403.0499143600464
404,Shape of You,Something Just Like This,402.9526219367981
405,Closer,Needed Me,402.5787656307221
406,rockstar,Drowning (feat. Kodak Black),402.3271143436432
407,Tunnel Vision,Bank Account,401.9317231178284
408,My Way (feat. Monty),679 (feat. Remy Boyz),401.7140246629715
409,Play It Again,Leave The Night On,400.6190021038056
410,You Was Right,Chill Bill,400.3083915710449
411,One Dance,White Iverson,399.9754347801209
412,DNA.,Drowning (feat. Kodak Black),399.8055038452149
413,No Role Modelz,Black Beatles,399.6461925506592
414,No Role Modelz,Caroline,399.5624260902405
415,You Was Right,Mask Off,399.22569942474365
416,Magnolia,rockstar,399.0727114677429
417,One Night,Bounce Back,398.9514706134796
418,T-Shirt,Bank Account,398.6711773872376
419,No Role Modelz,Low Life,398.1905021667481
420,Ignition - Remix,Gold Digger,397.9731380939484
421,Don't Stop Believin',Bohemian Rhapsody - Remastered 2011,397.6102330684662
422,Despacito - Remix,Shape of You,397.361691236496
423,You Was Right,iSpy (feat. Lil Yachty),397.0512971878052
424,Work from Home,Closer,396.7626218795776
425,Money Longer,X (feat. Future),396.66015338897705
426,Jumpman,Trap Queen,396.5878849029541
427,Bodak Yellow,Congratulations,396.5526299476624
428,Broccoli (feat. Lil Yachty),I Don't Fuck With You,396.36915278434753
429,No Role Modelz,Back To Back,396.2394485473633
430,Broccoli (feat. Lil Yachty),T-Shirt,395.28098344802856
431,No Problem (feat. Lil Wayne & 2 Chainz),Money Longer,394.974157333374
432,Panda,Low Life,394.9537224769592
433,iSpy (feat. Lil Yachty),Money Longer,394.8374032974243
434,Panda,Antidote,394.1383559703827
435,Jumpman,Low Life,393.9154076576233
436,goosebumps,Money Longer,393.86402130126953
437,Wild Thoughts,I'm the One,393.653951883316
438,Low Life,Bounce Back,392.8861427307129
439,Unforgettable,Drowning (feat. Kodak Black),392.7695589065552
440,Broccoli (feat. Lil Yachty),DNA.,392.1184115409851
441,Roses,Sorry,392.0408964157105
442,Fake Love,T-Shirt,391.66102409362793
443,Sweet Child O' Mine,Sweet Home Alabama,391.6202206611633
444,No Role Modelz,Fake Love,391.3412733078003
445,No Problem (feat. Lil Wayne & 2 Chainz),All We Got (feat. Kanye West & Chicago Children's Choir),391.11395144462585
446,Trap Queen,Hotline Bling,390.686023235321
447,Location,Passionfruit,390.5928270816803
448,No Role Modelz,Congratulations,390.0293684005737
449,DNA.,rockstar,389.6316347122192
450,Treat You Better,Closer,389.5935678482056
451,iSpy (feat. Lil Yachty),pick up the phone,388.6708345413208
452,Mask Off,Passionfruit,388.4793877601624
453,I'm the One,1-800-273-8255,388.1856093406677
454,Pop Style,Jumpman,387.9640355110169
455,Magnolia,T-Shirt,387.75116539001465
456,Another One Bites The Dust - Remastered 2011,Bohemian Rhapsody - Remastered 2011,387.5671569108963
457,Low (feat T-Pain) - Feat T-Pain Album Version,Yeah!,387.54443192482
458,No Role Modelz,Bad and Boujee (feat. Lil Uzi Vert),387.4861922264099
459,Fake Love,Location,387.2441463470459
460,Swang,X (feat. Future),387.0594167709351
461,H.O.L.Y.,Body Like A Back Road,387.0181636810303
462,679 (feat. Remy Boyz),Come Get Her,386.6515746116638
463,The Hills,679 (feat. Remy Boyz),386.1265437602997
464,Broccoli (feat. Lil Yachty),Really Really,385.99394702911377
465,Broccoli (feat. Lil Yachty),679 (feat. Remy Boyz),385.8773739337921
466,Sweet Child O' Mine,Don't Stop Believin',385.8130588531494
467,Where Are Ü Now (with Justin Bieber),Lean On (feat. MØ & DJ Snake),385.6874134540558
468,Cruise,This Is How We Roll,385.6222356557846
469,Portland,Slippery (feat. Gucci Mane),385.5046784877777
470,XO TOUR Llif3,pick up the phone,385.4908635616303
471,The Hills,Hotline Bling,385.3428249359131
472,Fake Love,pick up the phone,385.18790912628174
473,Unforgettable,Location,384.9352474212647
474,Mask Off,Location,384.8001194000244
475,Jumpman,Energy,384.65407705307007
476,Black Beatles,Swang,384.5120239257813
477,Gold Digger,Ni**as In Paris,384.4210193157196
478,Jumpman,Work,384.16203141212463
479,1-800-273-8255,iSpy (feat. Lil Yachty),383.9301452636719
480,White Iverson,Bounce Back,383.5887544155121
481,White Iverson,Bad and Boujee (feat. Lil Uzi Vert),382.9041233062744
482,Slippery (feat. Gucci Mane),Get Right Witcha,382.3948800563812
483,Caroline,pick up the phone,382.1519875526428
484,Rolex,goosebumps,382.1269106864929
485,Butterfly Effect,Drowning (feat. Kodak Black),381.898455619812
486,You Was Right,Black Beatles,381.7820119857788
487,Jumpman,Come Get Her,381.52323961257935
488,Jumpman,F*ck Up Some Commas,381.518500328064
489,Shape of You,Castle on the Hill,381.4559726715088
490,Mask Off,Both (feat. Drake),380.9371670484543
491,Starboy,Bounce Back,380.6478509902954
492,1-800-273-8255,Drowning (feat. Kodak Black),380.33754110336304
493,Closer,Never Be Like You,380.1646156311035
494,Fake Love,Too Good,380.1557471752167
495,Buy U a Drank (Shawty Snappin'),Ignition - Remix,380.0749626159668
496,No Role Modelz,A Tale of 2 Citiez,379.88300132751465
497,Ni**as In Paris,Stronger,379.8664093017578
498,Roses,My House,379.8140621185303
499,HUMBLE.,Moves,379.5199699401856
500,Tunnel Vision,X (feat. Future),379.3006937503815
501,What Do You Mean?,Love Yourself,379.13360238075256
502,House Party,Play It Again,379.0487492084503
503,X (feat. Future),pick up the phone,379.0469498634338
504,HUMBLE.,Look At Me!,378.8518533706665
505,Chicken Fried,Cruise,378.6066265106201
506,Don't Let Me Down,Middle,378.54470014572144
507,Needed Me,Caroline,378.52512288093567
